GAME_ID,PERIOD,HOME_STARTERS,AWAY_STARTERS
22400734,1,"1628970, 1629610, 1630163, 1631217, 1641733","101108, 203084, 1628368, 1630170, 1641705"
22400734,2,"1629610, 1630163, 1631217, 1641733, 1642275","101108, 1630170, 1630577, 1641705, 1642264"
22400734,3,"1628970, 1629610, 1630163, 1631217, 1641733","101108, 203084, 1628368, 1630170, 1641705"
22400734,4,"203552, 1629610, 1630163, 1631217, 1642275","101108, 1630170, 1630577, 1641705, 1642264"
22400735,1,"1626158, 1629673, 1641731, 1642267, 1642273","1628378, 1628386, 1629622, 1629636, 1630596"
22400735,2,"1626158, 1630264, 1630557, 1642267, 1642358","202684, 1628378, 1629660, 1630596, 1641854"
22400735,3,"1626158, 1629673, 1641731, 1642267, 1642273","1628378, 1628386, 1629622, 1629636, 1630596"
22400735,4,"1626158, 1629673, 1630557, 1642267, 1642273","1628378, 1629660, 1630596, 1641854, 1642281"
22400736,1,"1629027, 1630168, 1630700, 1631230, 1642258","201572, 203081, 1626171, 1627752, 1641748"
22400736,2,"1626204, 1629027, 1629726, 1630249, 1631243","1626171, 1628398, 1629018, 1631157, 1631260"
22400736,3,"1629027, 1630168, 1630700, 1631230, 1642258","201572, 203081, 1626171, 1627752, 1641748"
22400736,4,"1626204, 1629027, 1630249, 1630811, 1631243","1626171, 1628398, 1629018, 1631157, 1631260"
22400737,1,"1626156, 1629651, 1629661, 1630533, 1630553","1628389, 1629130, 1629312, 1629639, 1642276"
22400737,2,"1626156, 1630533, 1630549, 1631213, 1641787","1626179, 1629130, 1631107, 1631170, 1642276"
22400737,3,"1626156, 1629651, 1629661, 1630533, 1630553","1628389, 1629130, 1629312, 1629639, 1642276"
22400737,4,"1626156, 1630533, 1630549, 1631213, 1641787","1626179, 1629130, 1631107, 1631170, 1642276"
22400738,1,"202699, 203501, 1627736, 1631105, 1641709","202331, 203954, 1626162, 1630178, 1642348"
22400738,2,"1627736, 1630191, 1631204, 1631323, 1641842","200768, 201569, 202331, 203954, 1629656"
22400738,3,"202699, 203501, 1627736, 1631105, 1641709","202331, 203954, 1626162, 1630178, 1642348"
22400738,4,"203501, 1631105, 1631323, 1641709, 1641842","201569, 202331, 1629656, 1630178, 1641737"
22400739,1,"1628392, 1628983, 1630598, 1631096, 1631114","1630193, 1630534, 1630567, 1641711, 1642367"
22400739,2,"1628392, 1629026, 1630198, 1631114","1630193, 1630567, 1631115, 1642266, 1642419"
22400739,3,"1628392, 1628983, 1630598, 1631096, 1631114","1630193, 1630534, 1630567, 1641711, 1642367"
22400739,4,"1627936, 1628392, 1630198, 1630598, 1631114","1628449, 1630193, 1630567, 1642266, 1642367"
22400740,1,"1626145, 1626164, 1626220, 1628960, 1630208","1628374, 1628381, 1629004, 1631117, 1642268"
22400740,2,"203486, 1627814, 1628420, 1628960, 1629626","1628381, 1629004, 1630548, 1641729, 1642268, 1642271"
22400740,3,"1626145, 1626164, 1626220, 1628960, 1630208","1628374, 1628381, 1629004, 1631117, 1642268"
22400740,4,"203486, 1626164, 1628420, 1629626, 1642346","1628381, 1629004, 1630548, 1642268, 1642271"
22400740,5,"203486, 1626145, 1626164, 1626220, 1628960","1628374, 1628381, 1631117, 1641718, 1642268"
22400741,1,"202681, 202691, 203076, 1629023, 1629655","1628415, 1630224, 1630578, 1631106, 1641708"
22400741,2,"202681, 202691, 1629023, 1629655, 1631108","203500, 1630256, 1631106, 1641715, 1642263"
22400741,3,"202681, 202691, 203076, 1629655, 1631108","203500, 1628415, 1630224, 1630578, 1641708"
22400741,4,"202681, 202691, 203915, 1629655, 1631108","203500, 1628988, 1631106, 1641708, 1641715"
22400742,1,"1627827, 1629060, 1629216, 1629637, 1630559","1627783, 1629614, 1630169, 1631097"
22400742,2,"202693, 1629060, 1629216, 1629637, 1630692","204456, 1627783, 1630174, 1641716, 1641767"
22400742,3,"1627827, 1629060, 1629216, 1629637, 1630559","1627783, 1628418, 1629614, 1630169, 1631097"
22400742,4,"1627827, 1629216, 1629637, 1630559, 1630692","204456, 1628418, 1631097, 1641716, 1641767"
22400743,1,"203484, 1629048, 1630175, 1630532, 1631094","101108, 203084, 1628368, 1630170, 1641705"
22400743,2,"1628371, 1628976, 1630532, 1641710, 1641783","101108, 1629640, 1630170, 1641705, 1642264"
22400743,3,"203484, 1629048, 1630175, 1630532, 1631094","101108, 203084, 1628368, 1630170, 1641705"
22400743,4,"203914, 1628371, 1630532, 1641710, 1641783","101108, 203084, 1630170, 1631110, 1642264"
22400744,1,"1626158, 1629673, 1630551, 1641731, 1642267","1627777, 1629027, 1630168, 1630700, 1642258"
22400744,2,"1627763, 1630551, 1630557, 1641774, 1642267","1626204, 1629027, 1629611, 1630249, 1642258"
22400744,3,"1626158, 1629673, 1630551, 1641731, 1642267","1627777, 1629027, 1630168, 1630700, 1642258"
22400744,4,"1626158, 1627763, 1629673, 1630557, 1642267","1626204, 1629027, 1629611, 1630249, 1642258"
22400745,1,"202696, 1629632, 1630245, 1630581, 1641824","201939, 202710, 203110, 1627741, 1642366"
22400745,2,"1628989, 1629632, 1630172, 1630188, 1630200","202710, 1626172, 1627741, 1630541, 1641764"
22400745,3,"202696, 1629632, 1630245, 1630581, 1641824","201939, 202710, 203110, 1627741, 1642366"
22400745,4,"202696, 1628989, 1629632, 1630172, 1630245, 1630581","202710, 203110, 1627741, 1641764, 1642366"
22400746,1,"1628991, 1629630, 1630217, 1641744, 1642377","1627936, 1628392, 1628983, 1630598, 1631114"
22400746,2,"1628379, 1628991, 1630217, 1631246, 1641744","1628392, 1629026, 1630198, 1630598, 1631114"
22400746,3,"1628991, 1629630, 1630217, 1641744, 1642377","1627936, 1628392, 1628983, 1630598, 1631114"
22400746,4,"1628991, 1629630, 1630217, 1630583, 1631246","1627936, 1628392, 1630198, 1630598, 1631114"
22400747,1,"203497, 1629638, 1629675, 1630183, 1642265","203924, 1629014, 1629028, 1630166, 1641739"
22400747,2,"203497, 204060, 1630183, 1630545, 1642265","203924, 1629014, 1629057, 1630166, 1631200"
22400747,3,"203497, 1629638, 1629675, 1630183, 1642265","203924, 1629014, 1629028, 1630166, 1641739"
22400747,4,"203497, 204060, 1629638, 1629675, 1641740","1629014, 1630166, 1630703, 1641739, 1642270"
22400748,1,"1626157, 1628404, 1628969, 1628973, 1630173","201143, 1627759, 1628369, 1628401, 1628436"
22400748,2,"1626157, 1626166, 1628404, 1630173, 1630540","1628369, 1628436, 1629674, 1630202, 1630573"
22400748,3,"1626157, 1628404, 1628969, 1628973, 1630540","201143, 1627759, 1628369, 1628401, 1628436"
22400748,4,"1626166, 1628404, 1628969, 1628973, 1630173","201143, 1627759, 1628369, 1628436, 1630202"
22400749,1,"1626145, 1626164, 1626220, 1630208, 1642346","203932, 203999, 1627750, 1631124, 1631128"
22400749,2,"203486, 1627814, 1628420, 1629626, 1631102","201599, 203932, 1627750, 1631124, 1641816"
22400749,3,"1626145, 1626164, 1626220, 1630208, 1642346","203932, 203999, 1627750, 1631124, 1631128"
22400749,4,"203486, 1626220, 1627814, 1628420, 1629626, 1631102","201599, 1627750, 1630192, 1631124, 1641725"
22400750,1,"201942, 203897, 1627734, 1628370, 1631099","203468, 1629627, 1630530, 1630631, 1642274"
22400750,2,"202685, 1626168, 1628370, 1631165, 1631222","1629627, 1630527, 1631255, 1641722, 1641810"
22400750,3,"201942, 203897, 1627734, 1628370, 1631099","203468, 1629627, 1630530, 1630631, 1642274"
22400750,4,"202685, 1626168, 1628370, 1631165, 1631222","1629627, 1630527, 1631255, 1641722, 1641810"
22400751,1,"201935, 202695, 1626181, 1627826, 1627884","203903, 1629004, 1630695, 1642268, 1642271"
22400751,2,"202695, 1626181, 1627739, 1629234, 1629599","1630548, 1641718, 1641729, 1642268, 1642271"
22400751,3,"201935, 202695, 1626181, 1627826, 1627884","203903, 1629004, 1630548, 1630695, 1642268, 1642271"
22400751,4,"202695, 1626181, 1627739, 1629599, 1641738","1641718, 1641729, 1642262, 1642268, 1642271"
22400752,1,"202699, 203501, 1630595, 1631105, 1641709","203552, 1628970, 1629610, 1631217, 1642354"
22400752,2,"203471, 1627736, 1630191, 1631323, 1641842","203552, 1628970, 1629610, 1631217, 1642354"
22400752,3,"202699, 203501, 1630595, 1631105, 1641709","203552, 1628970, 1629610, 1642275, 1642354"
22400752,4,"203471, 1627736, 1630191, 1631323, 1641842","201959, 203552, 1629610, 1631209, 1642354"
22400753,1,"1628415, 1628988, 1630224, 1630578, 1641708","1630193, 1630534, 1630567, 1641711, 1642367"
22400753,2,"1629111, 1630256, 1641708, 1641715, 1642263","1628449, 1630193, 1630567, 1631115, 1642266, 1642419"
22400753,3,"1628415, 1628988, 1629111, 1630224, 1641708","1630193, 1630534, 1630567, 1642266, 1642367"
22400753,4,"201145, 1630256, 1641708, 1641715, 1642263","1628449, 1630193, 1630567, 1631115, 1642419"
22400754,1,"201572, 203081, 1627752, 1628398, 1641748","202331, 203954, 1626162, 1630178, 1642348"
22400754,2,"203081, 1626171, 1627752, 1629018, 1631260","200768, 203954, 1629656, 1630215, 1642348"
22400754,3,"201572, 203081, 1627752, 1628398, 1641748","202331, 203954, 1626162, 1630178, 1642348"
22400754,4,"201572, 203081, 1626171, 1629018, 1631260","203954, 1627824, 1629656, 1630178, 1630215"
22400755,1,"1628378, 1628386, 1629631, 1629636, 1630596","203497, 1629638, 1629675, 1630162, 1630183"
22400755,2,"1628378, 1629631, 1629660, 1630241, 1630596","203497, 204060, 1629638, 1630183, 1630545"
22400755,3,"1628378, 1628386, 1629631, 1629636, 1630596","203497, 1629638, 1629675, 1630162, 1630183"
22400755,4,"1628378, 1629631, 1629660, 1630241, 1630596","203497, 204060, 1629675, 1630162, 1630183"
22400756,1,"203484, 1629048, 1630175, 1630532, 1631094","1629027, 1630168, 1630700, 1631243, 1642258"
22400756,2,"203484, 1628371, 1630532, 1631094, 1641710, 1641783","1626204, 1627747, 1629027, 1629611, 1642258"
22400756,3,"203484, 1629048, 1630175, 1630532, 1631094","1629027, 1630168, 1630700, 1631243, 1642258"
22400756,4,"1628371, 1628976, 1630532, 1641710, 1641783","1626204, 1627747, 1627777, 1629027, 1629611"
22400757,1,"1626158, 1629673, 1641731, 1642267, 1642273","101108, 203084, 1628368, 1630170, 1641705"
22400757,2,"1627763, 1630551, 1630557, 1641774, 1642267","101108, 1629640, 1630170, 1631110, 1641705"
22400757,3,"1626158, 1629673, 1641731, 1642267, 1642273","101108, 203084, 1628368, 1630170, 1641705"
22400757,4,"1627763, 1630551, 1630557, 1641774, 1642267","101108, 1630170, 1631110, 1641705, 1642264"
22400758,1,"1626156, 1629651, 1629661, 1630533, 1630553","1628970, 1630163, 1630182, 1631217, 1641733"
22400758,2,"1626156, 1630533, 1630549, 1631213, 1641787","1628970, 1630182, 1631217, 1641733, 1642354"
22400758,3,"1626156, 1629651, 1629661, 1630533, 1630553","1628970, 1630182, 1631217, 1641733, 1642354"
22400758,4,"1626156, 1630549, 1630592, 1631213, 1641787","1628970, 1630182, 1641733, 1642275, 1642354"
22400759,1,"202692, 203952, 1628389, 1630558, 1642276","201143, 204001, 1628369, 1628401, 1630573"
22400759,2,"203937, 203952, 1626179, 1629130, 1631107","201143, 204001, 1628401, 1630202, 1630573"
22400759,3,"202692, 203952, 1628389, 1630558, 1642276","201143, 204001, 1628369, 1628401, 1630573"
22400759,4,"1626179, 1628389, 1629130, 1631107, 1641796","201143, 1628369, 1628401, 1628436, 1630202"
22400760,1,"201572, 203081, 1627752, 1628398, 1641748","201939, 202710, 203110, 1627741, 1630541"
22400760,2,"201572, 1626171, 1629018, 1631157, 1631260","202710, 203110, 1627741, 1641764, 1642366"
22400760,3,"201572, 203081, 1627752, 1628398, 1641748","201939, 202710, 203110, 1627741, 1630541"
22400760,4,"1626171, 1627752, 1628398, 1629018, 1629645","202710, 1627741, 1630541, 1641764, 1642366"
22400761,1,"1628392, 1628983, 1629652, 1631096, 1631114","1629627, 1630530, 1630631, 1631255, 1642274"
22400761,2,"1627936, 1628392, 1629026, 1630598, 1631114","1629627, 1630526, 1630631, 1631255, 1641810"
22400761,3,"1628392, 1628983, 1629652, 1631096, 1631114","1629627, 1630530, 1630631, 1631255, 1642274"
22400761,4,"1627936, 1629026, 1630598, 1631119, 1641794","1629627, 1630530, 1630631, 1631255, 1641722"
22400762,1,"202681, 202691, 203957, 1629655, 1630556","201942, 203897, 1627734, 1628370, 1631099"
22400762,2,"202691, 203915, 1629655, 1630556, 1630702","202685, 1626168, 1628370, 1631165, 1631222"
22400762,3,"202681, 202691, 203957, 1630556, 1641765","201942, 203897, 1627734, 1628370, 1631099"
22400762,4,"202681, 202691, 203957, 1631108, 1641765","203897, 1628370, 1631099, 1631165"
22400762,5,"202681, 203915, 1630230, 1631108, 1641765","201942, 1627734, 1628370, 1631165"
22400763,1,"203932, 203999, 1627750, 1631124, 1631128","1629014, 1629028, 1630166, 1630703, 1641739"
22400763,2,"201599, 203932, 1627750, 1631124, 1631128","1629014, 1630625, 1631101, 1631133, 1642270"
22400763,3,"203932, 203999, 1627750, 1631124, 1631128","1629014, 1629028, 1630166, 1630703, 1641739"
22400763,4,"201599, 1627750, 1629618, 1630192, 1631124, 1631128","1630625, 1630703, 1641712, 1641739"
22400764,1,"202331, 203954, 1626162, 1630178, 1642348","1630193, 1630534, 1630567, 1641711, 1642367"
22400764,2,"203954, 1626162, 1627824, 1629656, 1630215","1628449, 1630193, 1630567, 1642266, 1642279"
22400764,3,"202331, 203954, 1626162, 1629656, 1630178","1630193, 1630534, 1630567, 1641711, 1642367"
22400764,4,"202331, 203954, 1626162, 1627824, 1630215","1630193, 1630567, 1642266, 1642279, 1642419"
22400765,1,"1627783, 1628418, 1629614, 1630169, 1630174","1626157, 1628404, 1628969, 1628973, 1630173"
22400765,2,"204456, 1627783, 1628418, 1631097, 1641767","1626157, 1626166, 1629013, 1630173, 1630540"
22400765,3,"1627783, 1628418, 1629614, 1630169, 1630174","1626157, 1628404, 1628969, 1628973, 1630173"
22400765,4,"204456, 1627783, 1628418, 1631097, 1641767","1626157, 1626166, 1628404, 1629013, 1630540"
22400766,1,"202696, 1629632, 1630245, 1630581, 1641824","202699, 203501, 1630595, 1631105, 1641709"
22400766,2,"1628380, 1628989, 1629632, 1630245, 1641763","203471, 1627736, 1630191, 1631323, 1641842"
22400766,3,"202696, 1629632, 1630245, 1630581, 1641824","202699, 203501, 1630595, 1631105, 1641709"
22400766,4,"1628989, 1630172, 1630188, 1630200, 1631207","203471, 1627736, 1630191, 1631323, 1641842"
22400767,1,"201142, 1626145, 1626164, 1629626, 1630208","1628991, 1629630, 1630217, 1641744, 1642377"
22400767,2,"201142, 203486, 1628960, 1631102, 1642346","1628991, 1629630, 1631246, 1641744, 1642377"
22400767,3,"201142, 1626145, 1626164, 1626220, 1629626","1628991, 1629630, 1630217, 1641744, 1642377"
22400767,4,"201142, 1626220, 1628960, 1630208, 1631102","1628991, 1629630, 1630590, 1631246, 1641744"
22400768,1,"2544, 1629029, 1629060, 1629637, 1630559","203903, 1628374, 1628381, 1631117, 1642268"
22400768,2,"2544, 1627827, 1629020, 1629060, 1630559, 1630692","1628381, 1630548, 1631117, 1641729, 1642268"
22400768,3,"2544, 1629029, 1629060, 1629637, 1630559","203903, 1628374, 1628381, 1631117, 1642268"
22400768,4,"2544, 1629020, 1629060, 1629216, 1630559, 1630692","1628381, 1631117, 1641718, 1641729, 1642268"
22400769,1,"201143, 204001, 1628369, 1628401, 1630573","101108, 203084, 1628368, 1630170, 1641705"
22400769,2,"201143, 204001, 1628401, 1630202, 1630573","101108, 1629640, 1630170, 1641705, 1642264"
22400769,3,"201143, 204001, 1628369, 1628401, 1630573","101108, 203084, 1628368, 1630170, 1641705"
22400769,4,"201143, 204001, 1628401, 1630202, 1630573","101108, 1629640, 1630170, 1641705, 1642264"
22400770,1,"203484, 1629048, 1630175, 1630532, 1631094","203901, 203994, 1628970, 1630182, 1641733"
22400770,2,"1628976, 1630532, 1641710, 1641724, 1641783","203901, 203994, 1629610, 1630182, 1642275"
22400770,3,"1629048, 1630175, 1630532, 1631094, 1641724","203901, 203994, 1628970, 1630182, 1641733, 1642275"
22400770,4,"1628976, 1630532, 1631216, 1641710, 1641783","203901, 1628970, 1629610, 1630182, 1641878"
22400771,1,"1629673, 1641731, 1642259, 1642267, 1642273","1627783, 1628418, 1629614, 1630169, 1630174"
22400771,2,"1626158, 1627763, 1630557, 1642267, 1642358","204456, 1627783, 1630167, 1631097, 1641767"
22400771,3,"1629673, 1641731, 1642259, 1642267, 1642273","1627783, 1628418, 1629614, 1630169, 1630174"
22400771,4,"1627763, 1629673, 1630557, 1642259, 1642267, 1642358","204456, 1627783, 1628418, 1631097, 1641767"
22400771,5,"1629673, 1641731, 1642259, 1642267","1627783, 1628418, 1629614, 1630167, 1630169, 1631097"
22400772,1,"1626156, 1629651, 1629661, 1630533, 1630553","202331, 1626162, 1627824, 1629656, 1630215"
22400772,2,"1626156, 1630533, 1630549, 1631213, 1641787","1626162, 1627824, 1629656, 1630215, 1641741"
22400772,3,"1626156, 1629651, 1629661, 1630533, 1630553","202331, 1626162, 1627824, 1629656, 1630215"
22400772,4,"1630533, 1630549, 1630570, 1631213, 1641787","203083, 1626162, 1627824, 1630215, 1642348"
22400773,1,"1626157, 1628404, 1628969, 1628973, 1630173","1629027, 1630168, 1630700, 1631243, 1642258"
22400773,2,"1626157, 1626166, 1629013, 1630173, 1630540","1627747, 1629027, 1629611, 1631230, 1631243"
22400773,3,"1626157, 1628404, 1628969, 1628973, 1630173","1629027, 1630168, 1630700, 1631243, 1642258"
22400773,4,"1626157, 1626166, 1628969, 1629013, 1630173","1627747, 1629027, 1629611, 1631230, 1642258"
22400773,5,"1626157, 1628404, 1628969, 1628973, 1630173","1627747, 1627777, 1629027, 1630168, 1630700"
22400774,1,"1629628, 1630193, 1630567, 1641711, 1642367","1628378, 1628386, 1629622, 1629636, 1630596"
22400774,2,"1630193, 1630567, 1642266, 1642367, 1642419","1628378, 1629631, 1630241, 1630596, 1641854"
22400774,3,"1629628, 1630193, 1630567, 1641711, 1642367","1628378, 1628386, 1629622, 1629636, 1630596"
22400774,4,"1629628, 1630193, 1630567, 1631115, 1641711","1628378, 1628386, 1629631, 1630241, 1641854"
22400775,1,"202696, 1629632, 1630245, 1630581, 1641824","202699, 203501, 1630595, 1631105, 1641709"
22400775,2,"1628989, 1630172, 1630188, 1630200, 1630245","203471, 1627736, 1630191, 1631323, 1641842"
22400775,3,"202696, 1629632, 1630581, 1641824","202699, 203501, 1630595, 1631105, 1641709"
22400775,4,"1628989, 1630188, 1630581, 1641763, 1641824","202699, 203471, 1627736, 1630191, 1641842"
22400776,1,"203497, 1629638, 1629675, 1630162, 1630183","201572, 1627752, 1628398, 1631157, 1641748"
22400776,2,"1629638, 1629675, 1630183, 1630545, 1642265","1626171, 1627752, 1629018, 1629645, 1631260"
22400776,3,"203497, 1629638, 1629675, 1630162, 1630183","201572, 1627752, 1628398, 1631157, 1641748"
22400776,4,"203497, 204060, 1629638, 1630183, 1630545","1626171, 1628398, 1629018, 1629645, 1631260"
22400777,1,"203468, 1629627, 1630530, 1630631, 1642274","201942, 203897, 1627734, 1628370, 1631099"
22400777,2,"1629627, 1629750, 1630631, 1631255, 1641810, 1642274","202685, 1626168, 1628370, 1631165, 1631222"
22400777,3,"203468, 1629627, 1630530, 1630631, 1642274","201942, 203897, 1627734, 1628370, 1631099"
22400777,4,"1629627, 1629750, 1630631, 1631255, 1641810, 1642274","201942, 202685, 203897, 1626168, 1631165"
22400778,1,"1628392, 1628983, 1629652, 1630598, 1631114","203952, 1628389, 1629639, 1630558, 1642276"
22400778,2,"1627936, 1628392, 1629026, 1630198, 1631114","202692, 1629312, 1629639, 1631107, 1642276"
22400778,3,"1628392, 1628983, 1629652, 1630598, 1631114","203952, 1628389, 1629639, 1630558, 1642276"
22400778,4,"1628983, 1629026, 1629652, 1630198, 1631119","202692, 1629312, 1629639, 1641796, 1642276"
22400779,1,"1628415, 1630224, 1630578, 1631106, 1641708","201142, 1626145, 1626220, 1629626, 1630208"
22400779,2,"1630578, 1631106, 1641708, 1641715, 1642263","203486, 1626220, 1629626, 1631102, 1631221"
22400779,3,"1628415, 1630224, 1630578, 1631106, 1641708","201142, 1626145, 1626220, 1629626, 1630208"
22400779,4,"1630578, 1631106, 1641708, 1641715, 1642263","1626220, 1629626, 1630208, 1631221"
22400780,1,"203999, 1627750, 1630192, 1631124, 1631128","1629014, 1630166, 1631200, 1641739, 1642270"
22400780,2,"201599, 203967, 1627750, 1631124, 1631128","1629014, 1630166, 1630625, 1631101, 1642270"
22400780,3,"203999, 1627750, 1630192, 1631124, 1631128","1629014, 1630166, 1631200, 1641739, 1642270"
22400780,4,"201599, 1627750, 1629618, 1630192, 1631128","1629014, 1630625, 1631101, 1631133, 1642270"
22400781,1,"203903, 1628374, 1628381, 1631117, 1642268","2544, 1629029, 1629060, 1629637, 1630559"
22400781,2,"1628381, 1630548, 1641718, 1642268, 1642271","2544, 203458, 1630559, 1630692, 1642261"
22400781,3,"203903, 1628374, 1628381, 1631117, 1642268","2544, 203458, 1629029, 1629060, 1630559"
22400781,4,"1628381, 1630548, 1631117, 1641718, 1642268","2544, 1629060, 1630559, 1631132, 1642261"
22400782,1,"202681, 202691, 1630556, 1631108, 1641765","201939, 202710, 203110, 1627741, 1642366"
22400782,2,"202691, 203915, 1630230, 1630314, 1630556","202710, 203110, 1627741, 1641764, 1642366"
22400782,3,"202681, 202691, 1630556, 1631108, 1641765","201939, 202710, 203110, 1627741, 1630541"
22400782,4,"202681, 202691, 1630314, 1630556, 1631108","202710, 203110, 1627741, 1627780, 1642366"
22400783,1,"201935, 202695, 1626181, 1627739, 1627826","1628379, 1628991, 1630217, 1641744, 1642377"
22400783,2,"202695, 203992, 1627826, 1627884, 1629599","1628991, 1629723, 1630590, 1641713, 1641744"
22400783,3,"201935, 202695, 1626181, 1627739, 1627826","1628379, 1628991, 1630217, 1641744, 1642377"
22400783,4,"201587, 202695, 203992, 1627884, 1629599","1628379, 1628991, 1629634, 1630217"
22400784,1,"1628415, 1628988, 1630224, 1630578, 1641708","201939, 202710, 203110, 1630541, 1641764"
22400784,2,"201145, 1630578, 1641708, 1641715, 1642263","202710, 203110, 1630541, 1641764, 1642366"
22400784,3,"1628415, 1628988, 1630224, 1630578, 1641708","201939, 202710, 203110, 1630541, 1641764"
22400784,4,"201145, 1629111, 1630256, 1631466","201939, 202710, 203110, 1630541, 1641764"
22400785,1,"203468, 1629750, 1630530, 1630631, 1642274","201942, 203897, 1627734, 1628370, 1631099"
22400785,2,"1630530, 1630631, 1631255, 1641722, 1641810","202685, 203897, 1626168, 1631165, 1631222"
22400785,3,"203468, 1629750, 1630530, 1630631, 1631255","201942, 203897, 1627734, 1628370, 1631099"
22400785,4,"1628971, 1630526, 1630530, 1641722, 1641810","202685, 203897, 1627734, 1628370, 1631165"
22400785,5,"203468, 1629750, 1630530, 1630631, 1631255","201942, 203897, 1627734, 1628370, 1631099"
22400786,1,"203915, 203957, 1630556, 1631108, 1641765","203937, 1629639, 1630558, 1631170, 1642276"
22400786,2,"203915, 203957, 1630314, 1630556, 1641765","202692, 1629130, 1631170, 1641796, 1642276"
22400786,3,"203915, 203957, 1630556, 1631108, 1641765","203937, 1629639, 1630558, 1631170, 1642276"
22400786,4,"203915, 203957, 1630230, 1630314, 1641765","202692, 203937, 1629130, 1630558, 1631107"
22400787,1,"1629638, 1629675, 1630162, 1630183, 1641740","1628392, 1628983, 1629652, 1631096, 1631114"
22400787,2,"1629638, 1629675, 1630545, 1641740, 1642265","1628392, 1629026, 1630198, 1630598, 1631114"
22400787,3,"1629638, 1629675, 1630162, 1630183, 1641740","1628392, 1628983, 1629652, 1631096, 1631114"
22400787,4,"1629675, 1630183, 1630545, 1630568, 1642265","1628392, 1629026, 1630198, 1630598, 1631114"
22400788,1,"1626167, 1627783, 1629614, 1630169, 1630174","1628991, 1629630, 1630217, 1641744, 1642377"
22400788,2,"204456, 1626167, 1627783, 1631097, 1641767","1628379, 1628991, 1630217, 1641713, 1641744"
22400788,3,"1626167, 1627783, 1629614, 1630169, 1630174","1628991, 1629630, 1630217, 1641744, 1642377"
22400788,4,"204456, 1626167, 1627783, 1631097, 1641767","1628379, 1629634, 1630217, 1630583, 1641713"
22400789,1,"202331, 203954, 1626162, 1629656, 1630178","201950, 204001, 1627759, 1628369, 1628401"
22400789,2,"202331, 203083, 1626162, 1627824, 1629656","201143, 1628369, 1628436, 1630202, 1630573"
22400789,3,"202331, 203954, 1626162, 1629656, 1630178","201950, 204001, 1627759, 1628369, 1628401"
22400789,4,"1626162, 1627824, 1629656, 1631223, 1641741","204001, 1627759, 1628369, 1628401, 1630202"
22400790,1,"1629027, 1630168, 1630700, 1631243, 1642258","203484, 1628976, 1630175, 1630532, 1631094"
22400790,2,"203991, 1627777, 1629027, 1629611, 1642258","1628371, 1629048, 1630532, 1641710, 1641783"
22400790,3,"1629027, 1630168, 1630700, 1631243, 1642258","203484, 1628976, 1630175, 1630532, 1631094"
22400790,4,"203991, 1627747, 1629027, 1629611, 1631230","1628371, 1629048, 1630532, 1641710, 1641783"
22400791,1,"1626156, 1629651, 1629661, 1630533, 1630553","1628378, 1628386, 1629622, 1629636, 1630596"
22400791,2,"1626156, 1629651, 1629661, 1630570, 1630592","1628378, 1629631, 1629660, 1630171, 1630596"
22400791,3,"1626156, 1629651, 1629661, 1630533, 1630553","1628378, 1628386, 1629622, 1629636, 1630596"
22400791,4,"1629651, 1629661, 1630533, 1630570, 1630592","1628378, 1629631, 1630171, 1630241, 1630596"
22400792,1,"1626157, 1628969, 1628973, 1630173, 1630540","202696, 1628366, 1629632, 1630581, 1641824"
22400792,2,"1626166, 1628969, 1628973, 1630173, 1630574","1628380, 1628989, 1629632, 1630245, 1641763"
22400792,3,"1626157, 1628969, 1628973, 1630173, 1630540","202696, 1628366, 1629632, 1630581, 1641824"
22400792,4,"1626166, 1628969, 1629013, 1630173, 1630574","1628380, 1628989, 1630200, 1630245, 1641763"
22400792,5,"1626157, 1628969, 1628973, 1630173, 1630540","202696, 1628366, 1629632, 1630245, 1630581"
22400793,1,"201572, 203081, 203507, 1627752, 1628398","201935, 202695, 1627739, 1627826, 1629599"
22400793,2,"203507, 1628398, 1629645, 1630579, 1631260","201587, 202695, 203992, 1627732, 1627884"
22400793,3,"201572, 203081, 203507, 1627752, 1628398","201935, 202695, 1627739, 1627826, 1629599"
22400793,4,"203507, 1628398, 1629645, 1630579, 1631260","201587, 202695, 203992, 1627732, 1627884"
22400794,1,"203932, 203999, 1627750, 1629008, 1631128","203901, 203994, 1628970, 1630182, 1641733"
22400794,2,"201599, 1627750, 1629008, 1630192, 1631124","203552, 203901, 203994, 1631111, 1642275"
22400794,3,"203932, 203999, 1627750, 1629008, 1631128","203901, 203994, 1628970, 1630182, 1641733"
22400794,4,"201566, 201599, 1627750, 1630192, 1631124","203552, 203901, 203994, 1631111, 1642275"
22400795,1,"101108, 202687, 203084, 1628368, 1630170","201142, 1626145, 1626164, 1626220, 1630208"
22400795,2,"1628368, 1629640, 1630577, 1631110, 1642264","203078, 203486, 1626145, 1628960, 1629626"
22400795,3,"101108, 202687, 203084, 1628368, 1630170","201142, 1626145, 1626164, 1626220, 1629626"
22400795,4,"202687, 1628368, 1629640, 1630577, 1642264","203486, 1626145, 1626164, 1626220, 1628960"
22400796,1,"203924, 1629014, 1630166, 1641739, 1642270","2544, 1627827, 1629060, 1629637, 1630559"
22400796,2,"203924, 1629014, 1631101, 1631200, 1642270","2544, 1627827, 1629003, 1641998, 1642261"
