GAME_ID,PERIOD,HOME_STARTERS,AWAY_STARTERS
22400300,3,"203995, 1630182, 1631217, 1641706, 1642275","203991, 1629027, 1630552, 1630700, 1642258"
22400300,4,"1631217, 1641706, 1641733, 1642275, 1642354","1630168, 1630249, 1630552, 1641723, 1642258"
22400301,1,"202699, 203501, 1627736, 1631093, 1631105","202331, 203083, 1626162, 1627824, 1630178"
22400301,2,"203501, 1630194, 1631093, 1631323, 1641842","201569, 1627824, 1630231, 1641741, 1642272"
22400301,3,"202699, 203501, 1627736, 1631093, 1631105","202331, 1626162, 1627824, 1630178, 1630231"
22400301,4,"1630194, 1631111, 1631204, 1631323, 1641842","201569, 202331, 1630231, 1641741, 1642272"
22400302,1,"201572, 203081, 203507, 1627752, 1641748","202685, 1627763, 1629673, 1641731, 1642259"
22400302,2,"201572, 203081, 1626171, 1629018, 1631260","1627763, 1628963, 1630557, 1642267, 1642273"
22400302,3,"201572, 203081, 203507, 1627752, 1641748","202685, 1627763, 1629673, 1641731, 1642259"
22400302,4,"201572, 203081, 1626171, 1629018, 1631260","202685, 1627763, 1630557, 1642267, 1642273"
22400303,1,"201142, 203486, 1626145, 1626164, 1628960","201939, 203110, 203952, 1631218, 1641764"
22400303,2,"201142, 203486, 1628420, 1628960, 1642346","203952, 1627741, 1630228, 1631218, 1641764"
22400303,3,"201142, 203486, 1626145, 1626164, 1628960","201939, 203110, 203952, 1626172, 1641764"
22400303,4,"201142, 1628420, 1628960, 1642345, 1642346","203952, 1626172, 1627741, 1630311, 1630322"
22400304,1,"1628374, 1628381, 1629012, 1631117, 1641718","202681, 1629023, 1629656, 1630230, 1641726"
22400304,2,"1628374, 1629012, 1629234, 1630548, 1630695","203915, 1629023, 1629655, 1629656, 1630230, 1630702"
22400304,3,"1628374, 1628381, 1629012, 1631117, 1641718","202681, 1628467, 1629023, 1629656, 1641726"
22400304,4,"1628381, 1629012, 1630548, 1630695, 1641729","203915, 1629023, 1629656, 1630702, 1641726"
22400305,1,"203471, 1629651, 1629661, 1630533, 1630592","203484, 1628976, 1629048, 1630532, 1630591"
22400305,2,"203471, 1627732, 1629003, 1630533, 1630553","1629021, 1630591, 1641710, 1641724, 1641783"
22400305,3,"203471, 1629651, 1629661, 1630533, 1630592","203484, 1628976, 1629048, 1630532, 1630591"
22400305,4,"203471, 1629003, 1629651, 1630553, 1630592, 1631213","1628976, 1629021, 1630175, 1641724, 1641783"
22400306,1,"1628991, 1629630, 1629634, 1630217, 1642377","1626167, 1627783, 1629614, 1630169, 1631097"
22400306,2,"203935, 1628991, 1629630, 1630583, 1630590","204456, 1627783, 1629614, 1630167, 1641716"
22400306,3,"1628991, 1629630, 1629634, 1630217, 1642377","204456, 1626167, 1627783, 1630169, 1631097, 1631245"
22400306,4,"203935, 1629634, 1630583, 1630590, 1631222","204456, 1627783, 1630169, 1631097, 1631245, 1641716"
22400307,1,"1628378, 1628386, 1629636, 1630171, 1630596","201143, 201950, 204001, 1628369, 1630573"
22400307,2,"1627747, 1627777, 1628378, 1630241, 1630596","201950, 204001, 1630202, 1630573, 1641809"
22400307,3,"1628378, 1628386, 1629636, 1630171, 1630596","201143, 201950, 204001, 1628369, 1630573"
22400307,4,"1627777, 1628378, 1629660, 1630241, 1630596","201950, 204001, 1628436, 1630202, 1630573, 1641809"
22400308,1,"1626157, 1628384, 1628404, 1628969, 1628973","203468, 1627749, 1629750, 1630530, 1642274"
22400308,2,"1626157, 1626166, 1628404, 1628969, 1630540","203468, 203901, 1629750, 1641810, 1642274"
22400308,3,"1626157, 1628384, 1628404, 1628969, 1628973","203468, 1627749, 1629750, 1630530, 1642274"
22400308,4,"1626166, 1628404, 1628969, 1630540, 1630579","203901, 1630526, 1630527, 1641810, 1641998"
22400309,1,"1627751, 1629628, 1630534, 1630567, 1642266","202710, 1628389, 1629130, 1629312, 1629639"
22400309,2,"1627751, 1630567, 1642347, 1642367, 1642419","202692, 1626179, 1628389, 1631170, 1641796"
22400309,3,"1627751, 1629628, 1630534, 1630567, 1642266","202710, 1628389, 1629130, 1629312, 1629639"
22400309,4,"1627751, 1628449, 1630558, 1630567, 1642419","1626179, 1628389, 1629130, 1629312, 1631170"
22400310,1,"1627832, 1628415, 1630224, 1630578, 1631095","1628392, 1628983, 1629652, 1631114, 1641717"
22400310,2,"1630578, 1631095, 1631106, 1641708, 1642263","1628392, 1629652, 1630598, 1631114, 1642349"
22400310,3,"1627832, 1628415, 1630224, 1630578, 1631095","1628392, 1628983, 1629652, 1631114, 1641717"
22400310,4,"1630578, 1631095, 1631106, 1641708, 1642263","1628392, 1629652, 1630198, 1630598, 1631114, 1642349"
22400311,1,"1628374, 1628381, 1629012, 1631117, 1641718","2544, 203076, 1629060, 1629216, 1642261"
22400311,2,"1628374, 1629012, 1629234, 1630548, 1630695","2544, 1629060, 1629216, 1631132, 1642261"
22400311,3,"1628374, 1628381, 1629012, 1631117, 1641718","2544, 203076, 1629060, 1629216, 1642261"
22400311,4,"1628374, 1629012, 1630548, 1630695, 1631117","2544, 1629060, 1629216, 1631132"
22400312,1,"203924, 1629014, 1629028, 1631101, 1641739","1629023, 1629029, 1629655, 1629656, 1630702"
22400312,2,"1630166, 1630625, 1631101, 1631133, 1631200","203915, 203939, 1629029, 1630702, 1641765"
22400312,3,"203924, 1629014, 1629028, 1631101, 1641739","1629023, 1629029, 1629655, 1629656, 1630702"
22400312,4,"1629028, 1630166, 1630625, 1631101, 1631133","203915, 203939, 1628467, 1629023, 1630702"
22400313,1,"201942, 1627734, 1628368, 1628370, 1631099","101108, 203084, 1630577, 1641705, 1642264"
22400313,2,"203109, 1628368, 1631099, 1641732, 1642403","101108, 1629640, 1630200, 1630577, 1641705"
22400313,3,"201942, 1627734, 1628368, 1628370, 1631099","101108, 203084, 1630577, 1641705, 1642264"
22400313,4,"203109, 1628368, 1631099, 1641732, 1642403","1629640, 1630200, 1630577, 1641705"
22400314,1,"201935, 1626181, 1627739, 1627826, 1627884","203999, 1627750, 1629008, 1631128, 1631212"
22400314,2,"201587, 1628964, 1629599, 1629611, 1641757","201566, 203932, 1627750, 1631124, 1631212"
22400314,3,"201935, 1627739, 1627826, 1627884, 1629599","203999, 1627750, 1629008, 1631128, 1631212"
22400314,4,"201587, 201935, 1628964, 1629611, 1641757","201566, 203932, 1627750, 1629008, 1631124"
22400315,1,"203991, 1629027, 1630552, 1630700, 1642258","203468, 1627749, 1629750, 1630530, 1642274"
22400315,2,"203991, 203992, 1630552, 1641723, 1642258","203468, 203901, 1630526, 1630527, 1642274"
22400315,3,"203991, 1629027, 1630552, 1630700, 1642258","203468, 1627749, 1629750, 1630530, 1642274"
22400315,4,"203992, 1629631, 1630168, 1630552, 1641723","203468, 1627749, 1630526, 1630527, 1642274"
22400316,1,"1627759, 1628369, 1628401, 1628436, 1641775","1628389, 1629130, 1629312, 1629639, 1631170"
22400316,2,"1627759, 1628401, 1628436, 1630202, 1631248","202692, 1626179, 1628389, 1630696, 1641796"
22400316,3,"1627759, 1628369, 1628401, 1628436, 1641775","1628389, 1629312, 1629639, 1630696, 1631170"
22400316,4,"1628369, 1628401, 1628436, 1630202, 1641809","1626179, 1628389, 1629130, 1629312, 1629639"
22400317,1,"202696, 203897, 1630245, 1630581, 1641763","203471, 1629651, 1630553, 1630592, 1631213"
22400317,2,"1629659, 1630188, 1630245, 1630581, 1641824","203471, 1629003, 1629651, 1630592, 1641727"
22400317,3,"202696, 203897, 1630245, 1630581, 1641763","203471, 1629651, 1630553, 1630592, 1631213"
22400317,4,"1628366, 1629659, 1630188, 1630245, 1630581, 1641824","203471, 1629003, 1629651, 1630549, 1630592, 1641727"
22400318,1,"201144, 203497, 203944, 1630162, 1630183","2544, 203076, 1626156, 1629060, 1642261"
22400318,2,"201144, 203497, 1628978, 1629638, 1629675","2544, 1626156, 1629216, 1629629, 1642422"
22400318,3,"201144, 203497, 203944, 1630162, 1630183","2544, 203076, 1626156, 1629060, 1642261"
22400318,4,"201144, 203497, 1628978, 1629638, 1629675","2544, 1626156, 1629060, 1629629, 1642261, 1642422"
22400319,1,"201143, 204001, 1627759, 1628401, 1630573","202699, 203501, 1630595, 1631093, 1631105"
22400319,2,"201143, 1628401, 1628436, 1630202, 1630573","1627736, 1630191, 1631204, 1631323, 1641842"
22400319,3,"201143, 204001, 1627759, 1628401, 1630573","202699, 203501, 1630595, 1631093, 1631105"
22400319,4,"201143, 1628401, 1628436, 1630202, 1641775","202699, 1627736, 1630595, 1631105, 1631204, 1631323, 1641842"
22400320,1,"203471, 1629651, 1629661, 1630553, 1630592","1626167, 1627783, 1630169, 1631097, 1631245"
22400320,2,"1627732, 1629003, 1630549, 1630570","204456, 1627783, 1641716, 1642277, 1642402"
22400320,3,"203471, 1629651, 1629661, 1630553, 1630592","1626167, 1627783, 1630169, 1631097, 1642277"
22400320,4,"203471, 1629651, 1629661, 1630570, 1630592","204456, 1627783, 1630167, 1631097, 1641716"
22400321,1,"202710, 1628389, 1629130, 1629312, 1629639","2544, 203076, 1626156, 1629060, 1642261"
22400321,2,"1626179, 1628389, 1629130, 1631170, 1641796","2544, 1629216, 1629629, 1631132, 1642261"
22400321,3,"202710, 1628389, 1629130, 1629312, 1629639","2544, 203076, 1626156, 1629060, 1642261"
22400321,4,"201567, 1626179, 1630696, 1631170, 1641796","2544, 1626156, 1629216, 1631108, 1642261"
22400322,1,"1626162, 1627824, 1630178, 1630231, 1642272","203484, 1628976, 1629048, 1630532, 1630591"
22400322,2,"202704, 1626162, 1627824, 1630231, 1642272","1628371, 1629021, 1630591, 1641710, 1641783"
22400322,3,"1626162, 1627824, 1630178, 1630231, 1642272","203484, 1628976, 1629048, 1630532, 1630591"
22400322,4,"1626162, 1627824, 1628997, 1641741, 1642272","1628371, 1628976, 1629021, 1630532, 1641710, 1641783"
22400323,1,"201572, 203081, 203507, 1627752, 1641748","203991, 1629027, 1630552, 1630700, 1642258"
22400323,2,"201572, 203081, 1626171, 1629018, 1631260","203992, 1630168, 1630552, 1641723, 1642258"
22400323,3,"201572, 203081, 203507, 1627752, 1641748","203991, 1629027, 1630552, 1630700, 1642258"
22400323,4,"201572, 203081, 1626171, 1629018, 1631260","203992, 1629631, 1630168, 1630552, 1641723"
22400324,1,"201935, 1627739, 1627826, 1627884, 1629599","201144, 203497, 203944, 1630162, 1630183"
22400324,2,"201587, 1627739, 1627884, 1628964, 1630538, 1641757","203497, 1628978, 1629638, 1629675, 1631169"
22400324,3,"201935, 1627739, 1627826, 1627884, 1629599","201144, 203497, 203944, 1630162, 1630183"
22400324,4,"1630538, 1630539, 1641757, 1642280, 1642353","201144, 203497, 1628978, 1630183, 1631169"
22400325,1,"1628378, 1628386, 1629636, 1630171, 1630596","203932, 203999, 1627750, 1629008, 1631128"
22400325,2,"1627747, 1627777, 1628378, 1630241, 1630596","201566, 1627750, 1630192, 1631124, 1631212"
22400325,3,"1628378, 1628386, 1629636, 1629731, 1630596","203932, 203999, 1627750, 1629008, 1631128"
22400325,4,"1628378, 1629660, 1629731, 1630241, 1630596","203932, 1627750, 1629008, 1631128, 1631212"
22400326,1,"1627763, 1628963, 1629673, 1641731, 1642259","202681, 202691, 1629023, 1629029, 1641726"
22400326,2,"202685, 1627763, 1630215, 1630551, 1642267","202691, 203915, 1628467, 1629029, 1629655"
22400326,3,"1627763, 1628963, 1629673, 1641731, 1642259","202681, 202691, 1629023, 1629029, 1641726"
22400326,4,"202685, 1629673, 1630551, 1641731, 1642259, 1642267","202691, 203915, 1628467, 1629029, 1629655, 1630702"
22400327,1,"1626157, 1628384, 1628404, 1628969, 1628973","203995, 1630182, 1630208, 1641706, 1642275"
22400327,2,"1626157, 1628384, 1628404, 1628969, 1630540","203552, 203995, 1629610, 1630208, 1641733"
22400327,3,"1626157, 1628384, 1628404, 1628969, 1628973","203995, 1628998, 1630182, 1630208, 1641706"
22400327,4,"1626157, 1628404, 1628969, 1630173, 1630540","203552, 203995, 1630182, 1630208, 1641733"
22400328,1,"1628981, 1629628, 1630534, 1630567, 1641711","1628392, 1628983, 1629652, 1630198, 1631114"
22400328,2,"1628449, 1630567, 1641711, 1642347, 1642367","1627936, 1628392, 1631114, 1641717, 1642349"
22400328,3,"1629628, 1630534, 1630567, 1641711, 1642367","1628392, 1628983, 1629652, 1630198, 1631114"
22400328,4,"1628981, 1629628, 1630558, 1630567, 1641711","1627936, 1628392, 1629652, 1641717, 1642349"
22400329,1,"1628991, 1629630, 1629634, 1630217, 1642377","201942, 1627734, 1628368, 1628370, 1631099"
22400329,2,"1628991, 1629630, 1630583, 1630590, 1631222","203109, 1628368, 1628989, 1631099, 1642403"
22400329,3,"1628991, 1629630, 1629634, 1630217, 1642377","201942, 1627734, 1628368, 1628370, 1631099"
22400329,4,"203935, 1628991, 1629630, 1629634, 1631222, 1642377","203109, 1628368, 1628989, 1631099, 1642403"
22400330,1,"203468, 1627742, 1627749, 1630529, 1642274","203078, 203486, 1626145, 1626164, 1626220"
22400330,2,"203468, 1627742, 1629750, 1630530, 1642274","203078, 203486, 1626145, 1628960, 1629626"
22400330,3,"203468, 1627742, 1627749, 1630529, 1642274","203078, 203486, 1626145, 1626164, 1626220"
22400330,4,"203468, 1629750, 1630527, 1630530, 1642274","203078, 1628420, 1628960, 1629626, 1642345"
22400331,1,"101108, 203084, 1630577, 1631110, 1642264","202696, 203897, 1630245, 1630581, 1641763"
22400331,2,"101108, 1628380, 1630572, 1630577, 1631104","1629659, 1630188, 1630245, 1630537, 1641824"
22400331,3,"101108, 203084, 1630577, 1631110, 1642264","202696, 203897, 1630245, 1630581, 1641763"
22400331,4,"203084, 1629640, 1630577, 1631110, 1642264","1629659, 1630188, 1630245, 1630581, 1631207, 1641824"
22400332,1,"203952, 1626172, 1627741, 1630228, 1641764","1627832, 1628415, 1630224, 1630578, 1631095"
22400332,2,"1626172, 1627741, 1627780, 1630228, 1641764","1628988, 1630578, 1631095, 1641708, 1642263"
22400332,3,"203952, 1626172, 1627741, 1630228, 1641764","1627832, 1628415, 1630224, 1630578, 1631095"
22400332,4,"1626172, 1627741, 1630228, 1630541, 1641764","203500, 1628988, 1630224, 1641708, 1642263"
22400333,1,"202331, 203083, 1626162, 1627824, 1630178","203484, 1628976, 1629048, 1630532, 1630591"
22400333,2,"200768, 202331, 203083, 1626162, 1630231","1629048, 1630591, 1641710, 1641724, 1641783"
22400333,3,"202331, 203083, 1626162, 1627824, 1630178","203484, 1628976, 1629048, 1630532, 1630591"
22400333,4,"200768, 202331, 203083, 1630231, 1642272","1629021, 1630175, 1630591, 1631216, 1641724"
22400334,1,"203991, 1629027, 1630552, 1630700, 1642258","2544, 203076, 1629060, 1629216, 1642261"
22400334,2,"203992, 1630168, 1630249, 1630552, 1642258","2544, 1629216, 1629629, 1631108, 1642422"
22400334,3,"203991, 1629027, 1629631, 1630552, 1630700, 1642258","2544, 203076, 1629060, 1629216, 1642261"
22400334,4,"203992, 1630168, 1630249, 1630552, 1642258","2544, 1626156, 1629060, 1629629, 1631108"
22400334,5,"1629027, 1629631, 1630168, 1630552, 1630700","2544, 203076, 1629060, 1629216, 1631108"
22400335,1,"201143, 201950, 1627759, 1628369, 1628401","201572, 203081, 203507, 1627752, 1641748"
22400335,2,"1628369, 1628401, 1629674, 1630202, 1630573","201572, 203081, 1626171, 1629018, 1631260"
22400335,3,"201143, 201950, 1627759, 1628369, 1628401","201572, 203081, 203507, 1629018, 1641748"
22400335,4,"1628369, 1628401, 1629674, 1630202, 1630573","201572, 203081, 1626171, 1631260"
22400336,1,"202696, 203897, 1629632, 1630245, 1630581","1626167, 1627783, 1629614, 1630169, 1631097"
22400336,2,"1629632, 1630188, 1630245, 1631207, 1641763","204456, 1627783, 1630167, 1641716, 1642277"
22400336,3,"202696, 203897, 1629632, 1630245, 1630581","1626167, 1627783, 1629614, 1630169, 1631097"
22400336,4,"1629632, 1630188, 1630245, 1631207, 1641763","204456, 1627783, 1630167, 1641716, 1642277"
22400337,1,"101108, 203084, 1628380, 1630577, 1642264","201942, 1627734, 1628368, 1628370, 1631099"
22400337,2,"203084, 1628380, 1630577, 1631103, 1642264","1628368, 1628989, 1631099, 1631115, 1631165"
22400337,3,"101108, 203084, 1629646, 1630577, 1642264","201942, 1627734, 1628368, 1628370, 1631099, 1642403"
22400337,4,"203084, 1629640, 1630572, 1630577, 1642264","1628368, 1628989, 1631099, 1631165, 1642403"
22400338,1,"201939, 203952, 1626172, 1630228, 1641764","201144, 203497, 203944, 1630162, 1630183"
22400338,2,"201939, 1626172, 1627741, 1627780, 1630228","201144, 203497, 1628978, 1629675, 1630183"
22400338,3,"201939, 203952, 1626172, 1630228, 1630322, 1641764","201144, 203497, 203944, 1630162, 1630183"
22400338,4,"201939, 203937, 1626172, 1630228, 1630322","201144, 203497, 1629675, 1630162, 1630183"
22400339,1,"203924, 1629014, 1629028, 1631101, 1641739","1628381, 1629004, 1629012, 1631117, 1641718"
22400339,2,"1630166, 1630625, 1631101, 1631200, 1641871","1629234, 1630548, 1630695, 1641729, 1642268"
22400339,3,"203924, 1629014, 1629028, 1630166, 1631101, 1631133","1628381, 1629004, 1629012, 1631117, 1641718"
22400339,4,"203924, 1629014, 1630166, 1631101, 1641871","1629234, 1630548, 1630695, 1641729, 1642268"
22400340,1,"201959, 203995, 1628998, 1630182, 1641706","1628378, 1628386, 1629636, 1629731, 1630596"
22400340,2,"201959, 203552, 203995, 1629610, 1630182","1627777, 1628378, 1629660, 1630241, 1630596"
22400340,3,"201959, 203995, 1628998, 1630182, 1641706","1628378, 1628386, 1629636, 1629731, 1630596"
22400340,4,"201959, 203995, 1628998, 1631209, 1641706","1627777, 1628378, 1629660, 1630241, 1630596"
22400341,1,"202685, 1629673, 1630551, 1641731, 1642267","201566, 203999, 1629008, 1631128, 1631212"
22400341,2,"1628963, 1630215, 1630264, 1631098, 1642267","201599, 1629008, 1629618, 1631124, 1631128"
22400341,3,"202685, 1629673, 1630551, 1641731, 1642267","201566, 203999, 1629008, 1631128, 1631212"
22400341,4,"1628963, 1630215, 1630264, 1631098, 1642267","201599, 1629008, 1629618, 1631124, 1641816"
22400342,1,"203468, 1627742, 1627749, 1630529, 1642274","1628392, 1628983, 1629652, 1631114, 1641717"
22400342,2,"203468, 1627742, 1629750, 1630530, 1642274","1627936, 1628392, 1630598, 1631114, 1642349"
22400342,3,"203468, 1627742, 1627749, 1630529, 1642274","1628392, 1628983, 1629652, 1631114, 1641717"
22400342,4,"203468, 1630526, 1630527, 1630529, 1642274","1627936, 1628392, 1631114, 1641717, 1642349"
22400343,1,"1628384, 1628404, 1628969, 1628973, 1630579","202699, 203501, 1630595, 1631093, 1631105"
22400343,2,"1628404, 1628969, 1630173, 1630540, 1642278","1627736, 1630191, 1631093, 1631323, 1641842"
22400343,3,"1628384, 1628404, 1628969, 1628973, 1630173","202699, 203501, 1630595, 1631093, 1631105"
22400343,4,"1628384, 1628404, 1628973, 1630540, 1630574","1627736, 1630595, 1631105, 1631323, 1641842"
22400344,1,"1627751, 1629628, 1630534, 1630567, 1641711","202681, 202691, 1629023, 1629029, 1641726"
22400344,2,"1627751, 1630567, 1642266, 1642367, 1642419","202691, 203915, 1629029, 1641726, 1641765"
22400344,3,"1627751, 1629628, 1630534, 1630567, 1641711","202681, 202691, 1629023, 1629029, 1641726"
22400344,4,"203482, 1630558, 1630567, 1642266, 1642367","202691, 203915, 1629029, 1641726, 1641765"
22400345,1,"201950, 204001, 1627759, 1628369, 1628401","1628991, 1629630, 1629634, 1630217, 1642377"
22400345,2,"1627759, 1628401, 1628436, 1630202, 1630573","1628991, 1629630, 1629634, 1630590, 1642377"
22400345,3,"201950, 204001, 1627759, 1628369, 1628401","1628991, 1629630, 1629634, 1630217, 1642377"
22400345,4,"201950, 1627759, 1628436, 1629674, 1630202","203935, 1628991, 1629630, 1630590, 1630643, 1631222, 1642377"
22400346,1,"202710, 1628389, 1629130, 1629312, 1629639","203078, 203486, 1626145, 1626164, 1626220"
22400346,2,"1626179, 1628389, 1629130, 1630696, 1631170","203078, 203486, 1628420, 1628960, 1629006"
22400346,3,"202710, 1628389, 1629130, 1629312, 1629639","203078, 203486, 1626145, 1626164, 1626220"
22400346,4,"1626179, 1628389, 1629130, 1630696, 1631170","203078, 203486, 1626220, 1628420, 1642345"
22400347,1,"202696, 203897, 1629632, 1630245, 1630581","202331, 203954, 1626162, 1627824, 1630178"
22400347,2,"202696, 1629632, 1629659, 1630581, 1631207, 1641763, 1641824","200768, 202331, 203954, 1628997, 1630178"
22400347,3,"202696, 203897, 1629632, 1630245, 1630581","202331, 203954, 1626162, 1630178, 1642272"
22400347,4,"1628366, 1629632, 1630188, 1630581, 1641824","200768, 202331, 203954, 1628997, 1630178"
22400348,1,"203471, 1627827, 1629651, 1629661, 1630553","201572, 203081, 203507, 1627752, 1641748"
22400348,2,"203471, 1629003, 1629651, 1630570, 1630592","201572, 203081, 1626171, 1627752, 1629018"
22400348,3,"203471, 1627827, 1629651, 1629661, 1630553","201572, 203081, 203507, 1627752, 1641748"
22400348,4,"203471, 1629003, 1629651, 1629661, 1630592","201572, 203081, 1626171, 1629018, 1631260"
22400349,1,"1626167, 1627783, 1629614, 1630169, 1631097","203995, 1628998, 1630182, 1630208, 1641706"
22400349,2,"204456, 1627783, 1630167, 1641716, 1642277","203995, 1628998, 1630182, 1630208, 1641706"
22400349,3,"1626167, 1627783, 1629614, 1630169, 1631097","203995, 1628998, 1630182, 1630208, 1641706"
22400349,4,"204456, 1627783, 1630167, 1641716, 1642277","203995, 1630182, 1630208, 1631209"
22400350,1,"203991, 1626204, 1629027, 1630700, 1642258","201566, 203932, 203999, 1629008, 1631128"
22400350,2,"1626204, 1629726, 1630168, 1630249, 1642258","201599, 1629008, 1629618, 1631124, 1631128"
22400350,3,"1626204, 1629027, 1630168, 1630700, 1642258","201566, 203932, 203999, 1629008, 1631128"
22400350,4,"1629631, 1629726, 1630168, 1630249, 1642258","201599, 1629008, 1629618, 1631124, 1631212"
22400351,1,"202710, 1628389, 1629130, 1629312, 1629639","1628378, 1628386, 1629636, 1629731, 1630596"
22400351,2,"1626179, 1628389, 1629130, 1630696, 1631170","1628378, 1629660, 1629731, 1630241, 1630596"
22400351,3,"202710, 1628389, 1629130, 1629312, 1629639","1627747, 1627777, 1628378, 1628386, 1629636"
22400351,4,"1626179, 1628389, 1629130, 1630696, 1631170","1627747, 1627777, 1628378, 1629731, 1630241"
22400352,1,"203484, 1628976, 1629048, 1630591, 1641783","203078, 203486, 1626145, 1626164, 1626220"
22400352,2,"1628976, 1629021, 1630175, 1641710, 1641724","203078, 203486, 1628420, 1628960, 1629626"
22400352,3,"203484, 1628976, 1629048, 1630591, 1641783","203078, 203486, 1626145, 1626164, 1626220"
22400352,4,"1629021, 1630175, 1631216, 1641710, 1641724","203078, 203486, 1628420, 1628960, 1629006"
22400353,1,"202685, 1629673, 1630551, 1641731, 1642267","203935, 1628991, 1629634, 1630590, 1642377"
22400353,2,"1628963, 1630215, 1630264, 1631098, 1642267","203935, 1628991, 1629634, 1629723, 1642285"
22400353,3,"202685, 1629673, 1630551, 1641731, 1642267","203935, 1628991, 1629634, 1630590, 1642377"
22400353,4,"202685, 1629673, 1630215, 1630551, 1641731","1629634, 1629723, 1630643, 1631222, 1642285"
22400354,1,"101108, 203084, 1630577, 1641705, 1642264","203468, 1627749, 1630529, 1630530, 1642274"
22400354,2,"203084, 1629640, 1629646, 1630577","203468, 1630526, 1630527, 1630529, 1631288"
22400354,3,"101108, 203084, 1630577, 1641705, 1642264","203468, 1627749, 1630529, 1630530, 1642274"
22400354,4,"203084, 1630577, 1631110, 1641705, 1642264","203468, 1630526, 1630527, 1630530, 1631288"
22400355,1,"201939, 203110, 1627741, 1627780, 1630228","201144, 203497, 203944, 1630162, 1630183"
22400355,2,"201939, 203110, 1627741, 1627780, 1630228","201144, 203497, 1628978, 1629675, 1630183"
22400355,3,"201939, 203110, 1627741, 1627780, 1630228","201144, 203497, 203944, 1630162, 1630183"
22400355,4,"201939, 203937, 1626172, 1627741, 1630322","201144, 203497, 1628978, 1629675, 1630183"
22400356,1,"1626181, 1627739, 1627826, 1627884, 1629645","1628415, 1630224, 1630578, 1631095, 1641708"
22400356,2,"201587, 1629645, 1630538, 1630539, 1641757","1628988, 1630256, 1630578, 1631095, 1642263"
22400356,3,"201587, 1626181, 1627739, 1627826, 1629645","1628415, 1630224, 1630578, 1631095, 1641708"
22400356,4,"201587, 1629645, 1630538, 1630539, 1641757","1628988, 1630256, 1630578, 1631095, 1642263"
22400357,1,"201942, 1627734, 1628368, 1628370, 1631099","1628374, 1628381, 1629012, 1631117, 1641718"
22400357,2,"1628368, 1628989, 1631115, 1631165, 1641732","1629234, 1630548, 1630695, 1641729, 1642268"
22400357,3,"201942, 1627734, 1628368, 1628370, 1631099","1628374, 1628381, 1629012, 1631117, 1641718"
22400357,4,"1628368, 1628989, 1631099, 1631115, 1641732","1629234, 1630548, 1641729, 1642268, 1642271"
22400358,1,"203076, 1629060, 1629216, 1631108, 1642261","203924, 1629014, 1629028, 1631101, 1641739"
22400358,2,"1629060, 1629216, 1631132, 1642261, 1642439","1630166, 1630625, 1630703, 1631101, 1631133"
22400358,3,"203076, 1629060, 1629216, 1631108, 1642261","203924, 1629014, 1629028, 1631101, 1641739"
22400358,4,"1626156, 1629060, 1629216, 1629629, 1631132","1630166, 1630625, 1630703, 1631101, 1631133"
22400359,1,"1627751, 1629628, 1630534, 1630567, 1641711","1626157, 1628384, 1628404, 1628969, 1628973"
22400359,2,"1627751, 1630567, 1641711, 1642266, 1642367","1626157, 1626166, 1628404, 1630540"
22400359,3,"1627751, 1629628, 1630534, 1630567, 1641711","1626157, 1628384, 1628404, 1628969, 1628973"
22400359,4,"203482, 1630558, 1641711, 1642266, 1642367","1626157, 1626166, 1628384, 1628969, 1630173, 1630540"
22400360,1,"202699, 203501, 1630595, 1631105, 1641709","1628374, 1628381, 1629012, 1631117, 1641718"
22400360,2,"1627736, 1630194, 1630595, 1631323, 1641709","203903, 1628381, 1629234, 1630548, 1641729"
22400360,3,"202699, 203501, 1630595, 1631105, 1641709","1628374, 1628381, 1629012, 1631117, 1641718"
22400360,4,"203501, 1630194, 1630595, 1631323, 1641709","1628381, 1629012, 1629234, 1630548, 1641718"
22400361,1,"203484, 1628976, 1629048, 1630591, 1641783","1628392, 1628983, 1629652, 1631114, 1641717"
22400361,2,"1628371, 1629021, 1630175, 1641710, 1641724","1627936, 1628392, 1630598, 1631114, 1642349"
22400361,3,"203484, 1628976, 1629048, 1630591, 1641783","1628392, 1628983, 1630198, 1631114, 1641717"
22400361,4,"202709, 1628371, 1629021, 1641710, 1641783","1628392, 1630198, 1630598, 1631114, 1642349"
22400362,1,"1629673, 1630551, 1641731, 1642259, 1642267","203552, 1628970, 1630163, 1630182, 1631109"
22400362,2,"202685, 1627763, 1630557, 1642267, 1642273","203995, 1628970, 1628998, 1631109, 1631209"
22400362,3,"1629673, 1630551, 1641731, 1642259, 1642267","203552, 1628970, 1630163, 1630182, 1631109"
22400362,4,"202685, 1627763, 1630557, 1642267, 1642273","1630163, 1630182, 1631109, 1631209, 1642275"
22400363,1,"201950, 204001, 1627759, 1628369, 1628401","202696, 203897, 1629632, 1630172, 1630245"
22400363,2,"201143, 201950, 1627759, 1630202, 1630531","1629632, 1629659, 1630172, 1630188, 1641763"
22400363,3,"201950, 204001, 1627759, 1628369, 1628401","202696, 203897, 1629632, 1630172, 1630245"
22400363,4,"201143, 201950, 1627759, 1630202, 1630531","1628366, 1629659, 1630188, 1630245, 1641763"
22400364,1,"1630534, 1630567, 1641711, 1642266, 1642367","1627732, 1627827, 1629651, 1629661, 1630553"
