GAME_ID,PERIOD,HOME_PLAYERS,AWAY_PLAYERS
22400757,4,"1626158, 1627763, 1629673, 1630551, 1630557, 1641731, 1641774, 1642267, 1642273","101108, 1628368, 1630170, 1631110, 1641705, 1642264, 203084"
22400758,1,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1628970, 1629610, 1630163, 1630182, 1631217, 1641733, 1642275, 1642354, 201959, 203552"
22400758,2,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1628970, 1629610, 1630182, 1631217, 1641733, 1642275, 1642354, 203552"
22400758,3,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1628970, 1629610, 1630182, 1631217, 1641733, 1642275, 1642354, 201959, 203552"
22400758,4,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641736, 1641787","1628970, 1629610, 1630182, 1641733, 1642275, 1642354, 201959, 203552"
22400759,1,"1626179, 1628389, 1629130, 1630558, 1631107, 1642276, 202692, 203937, 203952","1628369, 1628401, 1628436, 1630202, 1630573, 1631248, 201143, 204001"
22400759,2,"1626179, 1628389, 1629130, 1630558, 1631107, 1642276, 202692, 203937, 203952","1628369, 1628401, 1628436, 1629674, 1630202, 1630573, 201143, 204001"
22400759,3,"1626179, 1628389, 1629130, 1630558, 1631107, 1641796, 1642276, 202692, 203952","1628369, 1628401, 1628436, 1630202, 1630573, 1631248, 201143, 204001"
22400759,4,"1626179, 1628389, 1629130, 1631107, 1641796, 1642276, 202692, 203952","1628369, 1628401, 1628436, 1629674, 1630202, 1630573, 1631248, 201143, 204001"
22400760,1,"1626171, 1627752, 1628398, 1629018, 1631157, 1631260, 1641748, 201572, 203081","1626172, 1627741, 1627780, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400760,2,"1626171, 1627752, 1628398, 1629018, 1629645, 1631157, 1631260, 201572, 203081","1626172, 1627741, 1627780, 1630541, 1641764, 1642366, 201939, 202710, 203110"
22400760,3,"1626171, 1626192, 1627752, 1628398, 1629018, 1631260, 1641748, 201572, 203081","1626172, 1627741, 1627780, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400760,4,"1626171, 1627752, 1628398, 1629018, 1629645, 1631157, 1631260, 201572, 203081","1627741, 1630311, 1630541, 1630611, 1631218, 1641764, 1642050, 1642366, 201939, 202710, 203110"
22400761,1,"1627936, 1628392, 1628983, 1629652, 1630598, 1631096, 1631114, 1631119, 1641794","1629627, 1629750, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274"
22400761,2,"1627936, 1628392, 1628983, 1629026, 1629652, 1630598, 1631096, 1631114, 1631119","1629627, 1630526, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274"
22400761,3,"1627936, 1628392, 1628983, 1629652, 1630598, 1631096, 1631114, 1631119, 1641794","1629627, 1629750, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274"
22400761,4,"1627936, 1629026, 1630598, 1631119, 1641745, 1641794, 1642382, 1642505","1629627, 1630526, 1630530, 1630631, 1631232, 1631255, 1631288, 1641722, 1641810, 1642274"
22400762,1,"1629655, 1630230, 1630556, 1630702, 1631108, 1641765, 202681, 202691, 203915, 203957","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400762,2,"1629655, 1630230, 1630556, 1630702, 1631108, 1641765, 202681, 202691, 203915, 203957","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400762,3,"1630230, 1630283, 1630556, 1630702, 1631108, 1641765, 202681, 202691, 203915, 203957","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400762,4,"1630230, 1630556, 1631108, 1641765, 202681, 202691, 203915, 203957","1626168, 1627734, 1628370, 1631099, 1631165, 201942, 202685, 203897"
22400762,5,"1630230, 1630556, 1631108, 1641765, 202681, 202691, 203915","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942"
22400763,1,"1627750, 1629618, 1630192, 1631124, 1631128, 203932, 203999","1629014, 1629028, 1630166, 1630625, 1630703, 1631101, 1631133, 1641739, 1642270"
22400763,2,"1627750, 1629618, 1630192, 1631124, 1631128, 1641816, 201599, 203932, 203999","1629014, 1629028, 1630166, 1630625, 1630703, 1631101, 1631133, 1641739, 1642270"
22400763,3,"1627750, 1629618, 1630192, 1631124, 1631128, 1641816, 203932, 203999","1629014, 1629028, 1630166, 1630625, 1630703, 1631101, 1631133, 1641712, 1641739, 1642270"
22400763,4,"1627750, 1629618, 1630192, 1631124, 1631128, 1641725, 1641790, 1641816, 1642461, 201599","1629014, 1630166, 1630625, 1630703, 1631133, 1641712, 1641739, 1641871, 1642270"
22400764,1,"1626162, 1627824, 1629656, 1630178, 1641741, 1642348, 202331, 203954","1628449, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367"
22400764,2,"1626162, 1627824, 1629656, 1630178, 1630215, 1642348, 202331, 203954","1628449, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642279, 1642347, 1642367, 1642419"
22400764,3,"1626162, 1627824, 1629656, 1630178, 1642348, 202331, 203954","1628449, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367"
22400764,4,"1626162, 1627824, 1629656, 1630178, 1630215, 202331, 203954","1630193, 1630534, 1630567, 1641711, 1642266, 1642279, 1642347, 1642367, 1642419"
22400765,1,"1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 204456","1626157, 1626166, 1628404, 1628969, 1628973, 1630173, 1630540, 1630574"
22400765,2,"1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456","1626157, 1626166, 1628404, 1628969, 1628973, 1629013, 1630173, 1630540"
22400765,3,"1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 204456","1626157, 1626166, 1628404, 1628969, 1628973, 1629013, 1630173, 1630540"
22400765,4,"1626143, 1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641716, 1641767, 1642277, 204456","1626157, 1626166, 1628404, 1628973, 1629013, 1630173, 1630346, 1630540, 1630574, 1642278"
22400766,1,"1628989, 1629632, 1630172, 1630188, 1630200, 1630245, 1630581, 1641763, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400766,2,"1628380, 1628975, 1628989, 1629632, 1630172, 1630200, 1630245, 1630581, 1641763, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400766,3,"1628989, 1629632, 1630172, 1630188, 1630200, 1630245, 1630581, 1631207, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400766,4,"1628380, 1628975, 1628989, 1629659, 1630172, 1630188, 1630200, 1631207, 1641763","1627736, 1630191, 1630194, 1630322, 1631204, 1631323, 1641842, 203471"
22400767,1,"1626145, 1626164, 1626220, 1628960, 1629626, 1630208, 1631102, 201142, 203486","1628379, 1628991, 1629630, 1629634, 1630217, 1630583, 1641713, 1641744, 1642377"
22400767,2,"1626145, 1626164, 1626220, 1628960, 1629626, 1630208, 1631102, 1642346, 201142, 203486","1628379, 1628991, 1629630, 1629634, 1630217, 1630583, 1630590, 1631246, 1641713, 1641744, 1642377"
22400767,3,"1626145, 1626164, 1626220, 1628960, 1629626, 1630208, 1631102, 201142","1628379, 1628991, 1629630, 1629634, 1630217, 1630583, 1641713, 1641744, 1642377"
22400767,4,"1626145, 1626164, 1626220, 1628960, 1629626, 1630208, 1631102, 201142","1628991, 1629630, 1629634, 1630217, 1630583, 1630590, 1631246, 1641744, 1642377"
22400768,1,"1627827, 1629020, 1629029, 1629060, 1629216, 1629637, 1630559, 1630692, 2544","1628374, 1628381, 1630695, 1631117, 1641718, 1641729, 1642268, 203903"
22400768,2,"1627827, 1629020, 1629029, 1629060, 1629216, 1629637, 1630559, 1630692, 2544","1628374, 1628381, 1630548, 1631117, 1641718, 1641729, 1642268, 203903"
22400768,3,"1627827, 1629020, 1629029, 1629060, 1629216, 1629637, 1630559, 1630692, 2544","1628374, 1628381, 1631117, 1641718, 1641729, 1642268, 1642271, 203903"
22400768,4,"1627827, 1629003, 1629020, 1629060, 1629216, 1630559, 1630692, 1641998, 202693, 2544","1628374, 1628381, 1630548, 1631117, 1641718, 1641729, 1641989, 1642268, 1642271, 203903"
22400769,1,"1628369, 1628401, 1628436, 1628470, 1630202, 1630573, 201143, 204001","101108, 1628368, 1629640, 1630170, 1630577, 1631110, 1641705, 1642264, 203084"
22400769,2,"1628369, 1628401, 1628436, 1628470, 1630202, 1630573, 1631248, 201143, 204001","101108, 1628368, 1629640, 1630170, 1630577, 1631110, 1641705, 1642264, 203084"
22400769,3,"1628369, 1628401, 1628436, 1628470, 1630202, 1630573, 1631248, 201143, 204001","101108, 1628368, 1629640, 1630170, 1630577, 1631110, 1641705, 1642264, 203084"
22400769,4,"1628369, 1628401, 1629674, 1630202, 1630573, 1631248, 1641775, 201143, 204001","101108, 1628368, 1629162, 1629640, 1630170, 1630572, 1631103, 1631104, 1641705, 1642264, 202687, 203084"
22400770,1,"1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641724, 1641783, 203484, 203914","1628970, 1629610, 1630182, 1631209, 1641733, 1641878, 1642275, 201959, 203901, 203994"
22400770,2,"1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641724, 1641783, 203484, 203914","1628970, 1629610, 1630182, 1641733, 1641878, 1642275, 201959, 203901, 203994"
22400770,3,"1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641724, 203914","1628970, 1629610, 1630182, 1631209, 1641733, 1641878, 1642275, 201959, 203901, 203994"
22400770,4,"1628976, 1630243, 1630532, 1631216, 1641710, 1641724, 1641783, 202709","1628970, 1629610, 1630182, 1631209, 1641878, 201959, 203901"
22400771,1,"1626158, 1627763, 1629673, 1630551, 1630557, 1641731, 1642259, 1642267, 1642273, 1642358","1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456"
22400771,2,"1626158, 1627763, 1629673, 1630557, 1641731, 1641774, 1642259, 1642267, 1642273, 1642358","1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456"
22400771,3,"1626158, 1627763, 1629673, 1630557, 1641731, 1642259, 1642267, 1642273, 1642358","1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 1642277, 204456"
22400771,4,"1626158, 1627763, 1629673, 1630557, 1641731, 1642259, 1642267, 1642273, 1642358","1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456"
22400771,5,"1626158, 1629673, 1630557, 1641731, 1642259, 1642267","1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767"
22400772,1,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1626162, 1627824, 1629656, 1630215, 1630288, 1641741, 1642348, 202331, 203083"
22400772,2,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1626162, 1627824, 1629656, 1630215, 1630288, 1641737, 1641741, 1642348, 202331, 203083"
22400772,3,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641787","1626162, 1627824, 1629656, 1630215, 1630288, 1641737, 1642348, 202331"
22400772,4,"1626156, 1629651, 1629661, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641721, 1641727, 1641736, 1641787","1626162, 1627824, 1629656, 1630215, 1641737, 1642348, 202331, 203083"
22400773,1,"1626157, 1628404, 1628969, 1628973, 1630173, 1630540, 1630574","1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1631243, 1642258"
22400773,2,"1626157, 1626166, 1628404, 1628969, 1628973, 1629013, 1630173, 1630540","1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1631243, 1642258"
22400773,3,"1626157, 1628404, 1628969, 1628973, 1629013, 1630173","1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1631243, 1642258"
22400773,4,"1626157, 1626166, 1628404, 1628969, 1628973, 1629013, 1630173","1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1631243, 1642258"
22400773,5,"1626157, 1628404, 1628969, 1628973, 1629013, 1630173","1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1642258"
22400774,1,"1629628, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367","1628378, 1628386, 1629622, 1629631, 1629636, 1630241, 1630596, 1642281"
22400774,2,"1629628, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367, 1642419","1628378, 1628386, 1629622, 1629631, 1629636, 1630241, 1630596, 1641854, 1642281"
22400774,3,"1629628, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367","1628378, 1628386, 1629622, 1629631, 1629636, 1630241, 1630596, 1642281"
22400774,4,"1629628, 1630193, 1630534, 1630567, 1631115, 1641711, 1642266, 1642347, 1642367, 1642419","1628378, 1628386, 1629622, 1629631, 1629636, 1630241, 1630596, 1631247, 1641734, 1641854, 1642281, 202684"
22400775,1,"1628989, 1629632, 1630172, 1630188, 1630200, 1630245, 1630581, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400775,2,"1628989, 1629632, 1630172, 1630188, 1630200, 1630245, 1630581, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400775,3,"1629632, 1630172, 1630188, 1630200, 1630245, 1630581, 1641763, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1631323, 1641709, 1641842, 202699, 203471, 203501"
22400775,4,"1628989, 1629632, 1630188, 1630200, 1630245, 1630581, 1641763, 1641824, 202696","1627736, 1630191, 1630595, 1631105, 1641709, 1641842, 202699, 203471, 203501"
22400776,1,"1629638, 1629675, 1630162, 1630183, 1630545, 1641740, 1642265, 203497","1626171, 1627752, 1628398, 1629018, 1631157, 1631260, 1641748, 201572"
22400776,2,"1629638, 1629675, 1630162, 1630183, 1630545, 1642265, 203497, 204060","1626171, 1627752, 1628398, 1629018, 1629645, 1631157, 1631260, 1641748, 201572"
22400776,3,"1629638, 1629675, 1630162, 1630183, 1630545, 1641740, 1642265, 203497","1626171, 1627752, 1628398, 1629018, 1629645, 1631157, 1631260, 1641748, 201572"
22400776,4,"1629638, 1629675, 1630162, 1630183, 1630545, 1641740, 203497, 204060","1626171, 1627752, 1628398, 1629018, 1629645, 1631260, 201572"
22400777,1,"1628971, 1629627, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400777,2,"1628971, 1629627, 1629750, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400777,3,"1628971, 1629627, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274, 203468","1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400777,4,"1628971, 1629627, 1629750, 1630530, 1630631, 1631255, 1641810, 1642274, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 201942, 202685, 203897"
22400778,1,"1627936, 1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631119, 1641794","1628389, 1629312, 1629639, 1630558, 1631107, 1642276, 202692, 203952"
22400778,2,"1627936, 1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631119","1628389, 1629312, 1629639, 1630558, 1631107, 1641796, 1642276, 202692, 203952"
22400778,3,"1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631119","1628389, 1629312, 1629639, 1630558, 1631107, 1642276, 202692, 203952"
22400778,4,"1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631119","1628389, 1629312, 1629639, 1630558, 1631107, 1641796, 1642276, 202692, 203952"
22400779,1,"1628415, 1630224, 1630256, 1630578, 1631106, 1641708, 1641715, 203500","1626145, 1626220, 1629626, 1630208, 1631102, 1631221, 1642346, 201142, 203486"
22400779,2,"1628415, 1630224, 1630256, 1630578, 1631106, 1641708, 1641715, 1642263, 203500","1626145, 1626220, 1629626, 1630208, 1631102, 1631221, 1642346, 201142, 203486"
22400779,3,"1628415, 1630224, 1630256, 1630578, 1631106, 1641708, 1641715, 203500","1626145, 1626220, 1629626, 1630208, 1631102, 1631221, 201142, 203486"
22400779,4,"1628415, 1630224, 1630578, 1631106, 1641708, 1641715, 1642263","1626145, 1626220, 1629626, 1630208, 1631102, 1631221, 201142, 203486"
22400780,1,"1627750, 1629618, 1630192, 1631124, 1631128, 203967, 203999","1629014, 1630166, 1630625, 1631101, 1631133, 1631200, 1641739, 1642270"
22400780,2,"1627750, 1629618, 1630192, 1631124, 1631128, 1641816, 201599, 203967, 203999","1629014, 1630166, 1630625, 1631101, 1631133, 1631200, 1641739, 1642270"
22400780,3,"1627750, 1629618, 1630192, 1631124, 1631128, 1641816, 203999","1629014, 1630166, 1630625, 1631101, 1631133, 1631200, 1641712, 1641739, 1642270"
22400780,4,"1627750, 1629618, 1630192, 1631128, 201599, 203999","1629014, 1630166, 1630625, 1631101, 1631133, 1641739, 1642270"
22400781,1,"1628374, 1628381, 1631117, 1641718, 1641729, 1642268, 1642271, 203903","1629003, 1629020, 1629029, 1629060, 1629637, 1630559, 1642261, 203458, 2544"
22400781,2,"1628374, 1628381, 1630548, 1631117, 1641718, 1642262, 1642268, 1642271, 203903","1629020, 1629029, 1629060, 1630559, 1630692, 1631132, 1642261, 203458, 2544"
22400781,3,"1628374, 1628381, 1630548, 1631117, 1641718, 1641729, 1642268, 1642271, 203903","1629020, 1629029, 1629060, 1630559, 1630692, 1642261, 203458, 2544"
22400781,4,"1628374, 1628381, 1630548, 1631117, 1641718, 1642262, 1642268, 1642271, 203903","1629003, 1629060, 1630559, 1630692, 1631132, 1642261, 1642355, 202693, 203458, 2544"
22400782,1,"1630230, 1630283, 1630314, 1630556, 1630702, 1631108, 1641765, 202681, 202691, 203915","1626172, 1627741, 1627780, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400782,2,"1630230, 1630314, 1630556, 1631108, 1641765, 202681, 202691, 203915","1626172, 1627741, 1627780, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400782,3,"1630230, 1630314, 1630556, 1630702, 1631108, 1641765, 202681, 202691, 203915","1626172, 1627741, 1627780, 1630541, 1630611, 1641764, 201939, 202710, 203110"
22400782,4,"1630230, 1630314, 1630556, 1631108, 1641765, 202681, 202691","1627741, 1627780, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400783,1,"1626181, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992","1628379, 1628991, 1629634, 1630217, 1630583, 1630590, 1641713, 1641744, 1642377"
22400783,2,"1626181, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992","1628379, 1628991, 1629634, 1629723, 1630217, 1630583, 1630590, 1641713, 1641744, 1642377"
22400783,3,"1626181, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992","1628379, 1628991, 1630217, 1630583, 1630590, 1630643, 1641713, 1641744, 1642377"
22400783,4,"1626181, 1627826, 1627884, 1629599, 1630539, 1630699, 1641738, 1642353, 201587, 201935, 201988, 202695, 203992","1628379, 1628991, 1629634, 1629723, 1630217, 1630583, 1630643, 1641713, 1642377, 1642389, 1642530"
22400784,1,"1628415, 1628988, 1630224, 1630256, 1630578, 1641708, 1641715, 201145, 203500","1626172, 1627741, 1630311, 1630541, 1630611, 1641764, 201939, 202710, 203110"
22400784,2,"1628415, 1628988, 1630224, 1630256, 1630578, 1631466, 1641708, 1641715, 1642263, 201145, 203500","1626172, 1627741, 1630311, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400784,3,"1628415, 1628988, 1629111, 1630224, 1630256, 1630578, 1631466, 1641708, 201145","1626172, 1627741, 1630311, 1630541, 1630611, 1641764, 1642366, 201939, 202710, 203110"
22400784,4,"1628988, 1629111, 1630256, 1631466, 1641708, 201145","1626172, 1630541, 1630611, 1641764, 201939, 202710, 203110"
22400785,1,"1628971, 1629750, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400785,2,"1628971, 1629750, 1630526, 1630530, 1630631, 1631255, 1641722, 1641810, 1642274, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400785,3,"1628971, 1629750, 1630526, 1630530, 1630631, 1631255, 1641722, 203468","1626168, 1627734, 1628370, 1631099, 1631165, 1631222, 201942, 202685, 203897"
22400785,4,"1628971, 1629750, 1630526, 1630530, 1630631, 1631255, 1641722, 1641810, 203468","1627734, 1628370, 1631099, 1631165, 201942, 202685, 203897"
22400785,5,"1629750, 1630530, 1630631, 1631255, 203468","1627734, 1628370, 1631099, 1631165, 201942, 203897"
22400786,1,"1630230, 1630283, 1630314, 1630556, 1630702, 1631108, 1641765, 203915, 203957","1629130, 1629639, 1630558, 1631107, 1631170, 1641796, 1642276, 202692, 203937"
22400786,2,"1630230, 1630314, 1630556, 1630702, 1631108, 1641765, 203915, 203957","1629130, 1629639, 1630558, 1631107, 1631170, 1641796, 1642276, 202692, 203937"
22400786,3,"1630230, 1630314, 1630556, 1630702, 1631108, 1641765, 203915, 203957","1629130, 1629639, 1630558, 1631107, 1631170, 1641796, 1642276, 202692, 203937"
22400786,4,"1630230, 1630314, 1630556, 1630702, 1631108, 1641765, 203915, 203957","1629130, 1629639, 1630558, 1631107, 1642276, 202692, 203937"
22400787,1,"1629638, 1629675, 1630162, 1630183, 1630545, 1630568, 1641740, 1642265","1628392, 1628983, 1629652, 1630198, 1630598, 1631096, 1631114, 1631119, 1641794"
22400787,2,"1629638, 1629675, 1630162, 1630183, 1630545, 1631169, 1641740, 1642265","1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631096, 1631114"
22400787,3,"1629638, 1629675, 1630162, 1630183, 1630545, 1630568, 1641740, 1642265, 204060","1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631096, 1631114"
22400787,4,"1629638, 1629675, 1630162, 1630183, 1630545, 1630568, 1631159, 1631169, 1641740, 1641803, 1642265","1628392, 1628983, 1629026, 1629652, 1630198, 1630598, 1631096, 1631114, 1631119, 1641745, 1641794, 1642505"
22400788,1,"1626167, 1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 204456","1628379, 1628991, 1629630, 1629634, 1630217, 1630583, 1631246, 1641713, 1641744, 1642377"
22400788,2,"1626167, 1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456","1628379, 1628991, 1629630, 1629634, 1630217, 1630583, 1631246, 1641713, 1641744, 1642377"
22400788,3,"1626167, 1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641767, 204456","1628379, 1628991, 1629630, 1630217, 1630583, 1631246, 1641713, 1641744, 1642377"
22400788,4,"1626167, 1627783, 1628418, 1629614, 1630167, 1630169, 1630174, 1631097, 1641716, 1641767, 1642277, 204456","1628379, 1628963, 1628991, 1629630, 1629634, 1629723, 1630217, 1630583, 1630590, 1630643, 1631246, 1641713, 1641744, 1642377"
22400789,1,"1626162, 1627824, 1629656, 1630178, 1641741, 202331, 203954","1627759, 1628369, 1628401, 1628436, 1630202, 1630573, 201143, 201950, 204001"
22400789,2,"1626162, 1627824, 1629656, 1630178, 1641741, 202331, 203083, 203954","1627759, 1628369, 1628401, 1628436, 1630202, 1630573, 201143, 201950, 204001"
22400789,3,"1626162, 1627824, 1629656, 1630178, 1630215, 1631223, 1641741, 202331, 203954","1627759, 1628369, 1628401, 1628436, 1630202, 1630573, 201143, 201950, 204001"
22400789,4,"1626162, 1627824, 1629656, 1630178, 1630288, 1631223, 1641737, 1641741, 202331, 203083","1627759, 1628369, 1628401, 1628436, 1628470, 1629674, 1630202, 1630573, 1631248, 1641775, 204001"
22400790,1,"1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631243, 1642258, 203991","1628371, 1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641783, 203484, 203914"
22400790,2,"1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631243, 1642258, 203991","1628371, 1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641783, 203484, 203914"
22400790,3,"1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1631243, 1642258, 203991","1628371, 1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641783, 203484, 203914"
22400790,4,"1627747, 1627777, 1629027, 1629611, 1630168, 1630700, 1631230, 1642258, 203991","1628371, 1628976, 1629048, 1630175, 1630532, 1631094, 1641710, 1641783, 203484, 203914"
22400791,1,"1626156, 1629651, 1629661, 1630165, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213","1628378, 1628386, 1629622, 1629631, 1629636, 1629660, 1630241, 1630596"
22400791,2,"1626156, 1629651, 1629661, 1630165, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213","1628378, 1628386, 1629622, 1629631, 1629636, 1629660, 1630171, 1630241, 1630596"
22400791,3,"1626156, 1629651, 1629661, 1630165, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213","1628378, 1628386, 1629622, 1629631, 1629636, 1629660, 1630171, 1630241, 1630596"
22400791,4,"1629651, 1629661, 1630165, 1630533, 1630549, 1630553, 1630570, 1630592, 1631213, 1641721","1628378, 1628386, 1629622, 1629631, 1629636, 1630171, 1630241, 1630596, 1631247, 1641772, 1641854, 1642281, 202684"
22400792,1,"1626157, 1626166, 1628969, 1628973, 1629013, 1630173, 1630540, 1630574","1628366, 1628380, 1628989, 1629632, 1630188, 1630245, 1630581, 1641763, 1641824, 202696"
22400792,2,"1626157, 1626166, 1628969, 1628973, 1629013, 1630173, 1630540, 1630574","1628366, 1628380, 1628989, 1629632, 1630200, 1630245, 1630581, 1641763, 1641824, 202696"
22400792,3,"1626157, 1626166, 1628969, 1628973, 1629013, 1630173, 1630540, 1630574","1628366, 1628380, 1628989, 1629632, 1630200, 1630245, 1630581, 1641763, 1641824, 202696"
22400792,4,"1626153, 1626157, 1626166, 1628969, 1628973, 1629013, 1630173, 1630540, 1630574","1628366, 1628380, 1628989, 1629632, 1630200, 1630245, 1630581, 1641763, 1641824, 202696"
22400792,5,"1626153, 1626157, 1628969, 1628973, 1629013, 1630173, 1630540","1628366, 1628989, 1629632, 1630245, 1630581, 1641824, 202696"
22400793,1,"1627752, 1628398, 1629018, 1630579, 1631260, 201572, 203081, 203507","1627732, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992"
22400793,2,"1627752, 1628398, 1629018, 1629645, 1630579, 1631260, 201572, 203081, 203507","1627732, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992"
22400793,3,"1627752, 1628398, 1629018, 1629645, 1630579, 1631260, 201572, 203081, 203507","1627732, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992"
22400793,4,"1627752, 1628398, 1629645, 1630579, 1631260, 201572, 203081, 203507","1627732, 1627739, 1627826, 1627884, 1629599, 201587, 201935, 202695, 203992"
22400794,1,"1627750, 1629008, 1630192, 1631124, 1631128, 201566, 203932, 203999","1628970, 1630182, 1631217, 1641733, 1641878, 1642275, 203552, 203901, 203994"
