GAME_ID,PERIOD,HOME_PLAYERS,AWAY_PLAYERS
22400185,2,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 1641842, 202699, 203501","1626204, 1629027, 1629726, 1630552, 1630700, 1630811, 1642258, 203991"
22400185,3,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 202699, 203501","1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1630811, 1631223, 1642258, 203991"
22400185,4,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 1641842, 202699, 203501","1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1631223, 1642258"
22400186,1,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1627742, 1628464, 1629669, 1629750, 1630526, 1630527, 1630631, 1641810, 1642274"
22400186,2,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1627742, 1628464, 1629669, 1629750, 1630526, 1630527, 1630631, 1631288, 1641810, 1641998, 1642274"
22400186,3,"1629021, 1629048, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1627742, 1628464, 1629750, 1630526, 1630527, 1630631, 1631288, 1641998, 1642274"
22400186,4,"1629021, 1630175, 1630591, 1631216, 1641710, 1641724, 1641783, 202709, 203914","1627742, 1629669, 1629750, 1630526, 1630527, 1630631, 1631288, 1641810, 1641998, 1642274"
22400187,1,"1628369, 1628401, 1629674, 1630202, 1630214, 1630573, 1641775, 201143, 201950","1627732, 1627827, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 203471"
22400187,2,"1628369, 1628401, 1629674, 1630202, 1630573, 1641775, 201143, 201950","1627732, 1627827, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 203471"
22400187,3,"1628369, 1628401, 1629674, 1630202, 1630573, 201143, 201950","1627732, 1627827, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 203471"
22400187,4,"1628369, 1628401, 1629674, 1630202, 1630573, 1641775, 201143, 201950","1627732, 1627827, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 203471"
22400187,5,"1628369, 1628401, 1629674, 1630202, 1630573, 201143, 201950","1627827, 1629651, 1629661, 1630553, 1630560, 203471"
22400188,1,"1627747, 1627777, 1628378, 1628386, 1629636, 1630171, 1630241, 1630596","1626172, 1627741, 1627780, 1629001, 1630228, 1631218, 1641764, 201939, 203110, 203952"
22400188,2,"1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596","1626172, 1627741, 1629001, 1630228, 1630541, 1631218, 1641764, 201939, 203110, 203937, 203952"
22400188,3,"1627747, 1627777, 1628378, 1628386, 1629636, 1630171, 1630241, 1630596","1626172, 1627741, 1627780, 1629001, 1630228, 1631218, 1641764, 201939, 203110, 203952"
22400188,4,"1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596, 1641854, 1642281, 202684","1626172, 1629001, 1630228, 1630322, 1630541, 1630611, 1631218, 1641764, 203937"
22400189,1,"1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579, 1642278","1626171, 1626192, 1627752, 1631157, 1631260, 1641748, 201572, 203081, 203507"
22400189,2,"1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1642278","1626171, 1626192, 1627752, 1631260, 1641748, 201572, 203081, 203507"
22400189,3,"1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579","1626171, 1626192, 1627752, 1631157, 1631260, 201572, 203081, 203507"
22400189,4,"1626157, 1628384, 1628969, 1628973, 1630346, 1630540, 1630574, 1630579, 1642278, 1642359","1626171, 1626192, 1627752, 1630649, 1630699, 1631157, 1631260, 1641748, 1641857, 1641890, 203081, 203507"
22400190,1,"1629029, 1629655, 1629656, 1630230, 1641765, 202681, 202691, 203915, 203939","1626145, 1626164, 1626220, 1628960, 201142, 203078, 203486, 203994"
22400190,2,"1629029, 1629655, 1629656, 1630230, 1630702, 202681, 202691, 203915, 203939","1626145, 1626164, 1626220, 1628960, 1629006, 201142, 203078, 203486, 203994"
22400190,3,"1629029, 1629655, 1630230, 1630556, 202681, 202691, 203915, 203939","1626145, 1626164, 1626220, 1628960, 201142, 203078, 203486, 203994"
22400190,4,"1629029, 1629655, 1629656, 1630230, 202681, 202691, 203915, 203939","1626145, 1626164, 1626220, 1628960, 201142, 203078, 203486, 203994"
22400191,1,"1628379, 1628991, 1629634, 1630583, 1630590, 1630643, 1631222, 1641744, 1642377","1629673, 1630557, 1641731, 1642259, 1642267, 1642273, 202685"
22400191,2,"1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1630643, 1631222, 1641744, 1642377","1629673, 1630557, 1631098, 1641731, 1642259, 1642267, 1642273, 202685"
22400191,3,"1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1630643, 1631222, 1641744, 1642377","1629673, 1630215, 1630557, 1631098, 1641731, 1642259, 1642267, 1642273, 202685"
22400191,4,"1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1630643, 1630658, 1631222, 1641744, 1642530","1626158, 1630215, 1630264, 1630557, 1631098, 1631116, 1641731, 1642259, 1642267, 1642273"
22400192,1,"1627936, 1628983, 1629652, 1630198, 1630598, 1631096, 1631114, 1641717, 1641794","1627832, 1628415, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263, 203500"
22400192,2,"1627936, 1628983, 1629652, 1630198, 1630598, 1631096, 1631114, 1641717, 1642349","1627832, 1628415, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263, 203500"
22400192,3,"1627936, 1628983, 1629652, 1630198, 1630598, 1631096, 1631114, 1641717, 1641794","1627832, 1628415, 1630224, 1630578, 1631095, 1631106, 1641708"
22400192,4,"1630198, 1630598, 1631096, 1631114, 1631172, 1641794, 1642349, 1642502","1628988, 1629098, 1629111, 1630256, 1631106, 1641708, 1642263, 201145, 203500"
22400193,1,"1628978, 1629638, 1629675, 1630162, 1630183, 201144, 203497, 203944","1629014, 1629028, 1629057, 1630166, 1630703, 1631101, 1641739, 1642270, 203924"
22400193,2,"1628978, 1629638, 1629675, 1630162, 1630183, 1631169, 201144, 203497, 203944","1629014, 1629028, 1629057, 1630166, 1630703, 1631101, 1641739, 1642270, 203924"
22400193,3,"1628978, 1629638, 1629675, 1630162, 1630183, 1631169, 201144, 203497, 203944","1629014, 1629028, 1629057, 1630166, 1630703, 1631101, 1641739, 203924"
22400193,4,"1628408, 1628978, 1629638, 1629675, 1630183, 1630545, 1630568, 1631169, 1642265, 203497, 203944","1630625, 1630703, 1631101, 1631133, 1631200, 1641712, 1641739, 1642270, 203924"
22400194,1,"1627750, 1629008, 1631124, 1631128, 1631212, 1641816, 201566, 203999","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107, 1641796, 1642276, 202710"
22400194,2,"1627750, 1629008, 1630192, 1631124, 1631128, 1631212, 1641816, 201566, 203999","1626179, 1626196, 1628389, 1628418, 1629130, 1629312, 1629639, 1641796"
22400194,3,"1627750, 1629008, 1631124, 1631128, 1631212, 1641816, 201566, 203999","1626179, 1626196, 1628389, 1628418, 1629130, 1629312, 1629639, 1631107, 1641796"
22400194,4,"1627750, 1629008, 1631124, 1631128, 1631212, 1641816, 201566, 203999","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107"
22400195,1,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1626162, 1627824, 1628997, 1630231, 1641741, 1642272, 200768, 202331, 202704, 203083"
22400195,2,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1626162, 1627824, 1628997, 1630231, 1641741, 1642272, 200768, 202331, 202704, 203083"
22400195,3,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1626162, 1627824, 1628997, 1630231, 1641741, 1642272, 200768, 202331, 202704, 203083"
22400195,4,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1631108, 1631132, 1641720, 1641721, 1642355, 203076, 2544","1626162, 1627824, 1628997, 1630231, 1630288, 1631311, 1641737, 1641741, 1642272, 200768, 202331, 203083"
22400196,1,"1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203458","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935"
22400196,2,"1626168, 1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203458","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935"
22400196,3,"1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203458","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935"
22400196,4,"1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203458","1626181, 1627739, 1627826, 1627884, 1629599, 1629645, 201587, 201935"
22400197,1,"101108, 1628380, 1629640, 1630170, 1630572, 1630577, 1631104, 1641705, 1642264, 203084","1628374, 1628381, 1629012, 1630548, 1631117, 1642262, 1642268, 1642271, 201988, 203903"
22400197,2,"101108, 1628380, 1629640, 1630170, 1630572, 1630577, 1631104, 1641705, 1642264, 203084","1628374, 1628381, 1629012, 1630548, 1631117, 1642262, 1642268, 1642271, 201988, 203903"
22400197,3,"101108, 1628380, 1629640, 1630170, 1630577, 1631104, 1641705, 1642264, 203084","1628374, 1628381, 1629012, 1630548, 1631117, 1642262, 1642268, 1642271, 201988, 203903"
22400197,4,"101108, 1628380, 1629640, 1630170, 1630577, 1631104, 1641705, 1642264, 203084","1628374, 1628381, 1629012, 1630548, 1631117, 1642268, 1642271, 201988, 203903"
22400198,1,"1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1630811, 1642258, 203991","1629632, 1630172, 1630188, 1630245, 1630581, 1631207, 1641824, 202696, 203897"
22400198,2,"1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1630811, 1631223, 1642258, 203991","1628975, 1629632, 1630172, 1630188, 1630245, 1630581, 1641763, 202696, 203897"
22400198,3,"1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1630811, 1642258, 203991","1629632, 1630172, 1630188, 1630245, 1630581, 1631207, 1641763, 202696, 203897"
22400198,4,"1626204, 1629027, 1629726, 1630168, 1630552, 1630700, 1630811, 1642258, 203991","1628975, 1629632, 1630172, 1630188, 1630245, 1630581, 202696, 203897"
22400199,1,"1627747, 1627777, 1628378, 1628386, 1629636, 1630171, 1630241, 1630596","1627827, 1629003, 1629651, 1629661, 1630533, 1630560, 1630592, 1641730, 203471"
22400199,2,"1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596","1627827, 1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471"
22400199,3,"1627747, 1627777, 1628378, 1628386, 1629636, 1629731, 1630171, 1630241, 1630596","1627827, 1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 1641730, 203471"
22400199,4,"1627747, 1627777, 1628378, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596","1627827, 1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 203471"
22400200,1,"1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 1630539, 201587, 201935","1627751, 1628449, 1629628, 1630193, 1630534, 1630558, 1641711, 1642367, 1642419"
22400200,2,"1626181, 1627739, 1627826, 1629599, 1629611, 1629645, 201587, 201935","1627751, 1628449, 1629628, 1630193, 1630534, 1630558, 1641711, 1642347, 1642367, 1642419"
22400200,3,"1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935","1627751, 1628449, 1629628, 1630193, 1630534, 1630558, 1641711, 1642367, 1642419"
22400200,4,"1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935","1627751, 1628449, 1628981, 1629628, 1630193, 1630534, 1630558, 1641711, 1642419"
22400201,1,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 202699, 203501","1627832, 1628415, 1629111, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263"
22400201,2,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 1641842, 202699, 203501","1627832, 1628415, 1629111, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263"
22400201,3,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 1641842, 202699, 203501","1627832, 1628415, 1629111, 1630224, 1630578, 1631095, 1631106, 1641708"
22400201,4,"1627736, 1630191, 1630194, 1630595, 1631093, 1631323, 1641842, 202699, 203501","1627832, 1628415, 1629111, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263"
22400202,1,"1626171, 1626192, 1627752, 1631157, 1631260, 1641748, 201572, 203081, 203507","1627759, 1628369, 1628401, 1628436, 1629674, 1630202, 1630214, 1630573, 201143, 201950"
22400202,2,"1626171, 1626192, 1627752, 1631157, 1631260, 1641748, 201572, 203081, 203507","1627759, 1628369, 1628401, 1628436, 1629674, 1630202, 1630573, 201143, 201950"
22400202,3,"1626171, 1626192, 1627752, 1631260, 1641748, 201572, 203081, 203507","1627759, 1628369, 1628401, 1629674, 1630202, 1630573, 201143, 201950"
22400202,4,"1626171, 1626192, 1627752, 1631157, 1631260, 1641748, 201572, 203081, 203507","1627759, 1628369, 1628401, 1629674, 1630202, 201143, 201950"
22400203,1,"1626167, 1627783, 1630169, 1631097, 1631245, 1641716, 1641767, 1642277, 1642402, 204456","1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579, 1642278"
22400203,2,"1626167, 1627783, 1630169, 1631097, 1631245, 1641716, 1641767, 1642277, 1642402, 204456","1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579"
22400203,3,"1626167, 1627783, 1630169, 1631097, 1631245, 1641716, 1641767, 1642402, 204456","1626157, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579"
22400203,4,"1626167, 1627783, 1630169, 1631097, 1641716, 1641767, 204456","1626157, 1628384, 1628404, 1628969, 1628973, 1630540"
22400204,1,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1628963, 1629673, 1630557, 1641731, 1642259, 1642267, 1642273, 202685"
22400204,2,"1628371, 1629021, 1629048, 1630175, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1629673, 1630557, 1631116, 1641731, 1642259, 1642267, 1642273, 202685"
22400204,3,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641783, 203484, 203914","1629673, 1630215, 1630557, 1641731, 1642259, 1642267, 1642273, 202685"
22400204,4,"1628371, 1629021, 1630175, 1631216, 1641710, 1641724, 1641783, 202709, 203914","1628963, 1629673, 1630215, 1630264, 1631098, 1631116, 1641731, 1642259, 1642267, 1642273, 202685"
22400205,1,"1626162, 1627824, 1628997, 1630288, 1642272, 200768, 201569, 202331, 203083","1628998, 1629684, 1630163, 1630182, 1630544, 1631217, 1641706, 1642275, 201959, 203552"
22400205,2,"1626162, 1627824, 1628997, 1630288, 1642272, 200768, 201569, 202331, 203083","1628998, 1629684, 1630163, 1630182, 1630544, 1631217, 1641706, 1642275, 201959, 203552"
22400205,3,"1626162, 1627824, 1628997, 1630288, 1642272, 200768, 201569, 202331, 203083","1628998, 1629684, 1630163, 1630182, 1630544, 1641706, 1642275, 201959, 203552"
22400205,4,"1626162, 1627824, 1628997, 1630288, 1642272, 200768, 202331, 203083","1628998, 1629684, 1630163, 1630182, 1631217, 1641706, 203552"
22400205,5,"1626162, 1627824, 1628997, 1642272, 200768, 203083","1628998, 1629684, 1630163, 1631217, 1641706, 203552"
22400206,1,"1628978, 1629638, 1629675, 1630162, 1630183, 201144, 203497, 203944","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107, 1631170, 1641796, 1642276, 201567"
22400206,2,"1628978, 1629638, 1629675, 1630162, 1630183, 201144, 203497, 203944","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107, 1631170, 1641796, 1642276"
22400206,3,"1628978, 1629638, 1629675, 1630162, 1630183, 201144, 203497, 203944","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107, 1631170, 1642276, 201567"
22400206,4,"1628978, 1629638, 1629675, 1630162, 1630183, 201144, 203497, 203944","1626179, 1626196, 1628389, 1629130, 1629312, 1629639, 1631107, 1631170, 201567"
22400207,1,"1627936, 1628983, 1629652, 1630198, 1630598, 1631096, 1631114, 1641717, 1642349","1627741, 1627780, 1629001, 1630228, 1630541, 1631218, 1641764, 201939, 203110, 203937, 203952"
22400207,2,"1627936, 1628983, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1642349","1627741, 1629001, 1630228, 1630541, 1641764, 201939, 203110, 203937, 203952"
22400207,3,"1627936, 1628983, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1641794, 1642349","1627741, 1627780, 1629001, 1630228, 1630541, 1641764, 201939, 203110, 203937, 203952"
22400207,4,"1627936, 1628983, 1629652, 1630198, 1631114, 1631172, 1641717, 1641794, 1642349","1627741, 1627780, 1629001, 1630228, 1630541, 1641764, 201939, 203110, 203937, 203952"
22400208,1,"1627750, 1629008, 1630192, 1631124, 1631128, 1631212, 201566, 203999","1629029, 1629655, 1630230, 1630702, 1641765, 202681, 202691, 203915, 203939"
22400208,2,"1627750, 1629008, 1630192, 1631124, 1631128, 1631212, 201566, 203999","1629029, 1629655, 1630230, 1630702, 1641765, 202681, 202691, 203915, 203939"
22400208,3,"1627750, 1629008, 1631124, 1631128, 1631212, 201566, 203999","1629029, 1629655, 1630230, 1630702, 1641765, 202681, 202691, 203915, 203939"
22400208,4,"1627750, 1629008, 1630192, 1631124, 1631128, 1631212, 201566, 203999","1629029, 1629655, 1630230, 1630702, 202681, 202691, 203915, 203939"
22400209,1,"1626145, 1626164, 1626220, 1628960, 1629006, 1642346, 203078, 203486, 203994","1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203926"
22400209,2,"1626145, 1626164, 1626220, 1628960, 1642346, 203078, 203486, 203994","1626168, 1627734, 1628368, 1628370, 1628989, 1631099, 1631165, 201942, 203926"
22400209,3,"1626145, 1626164, 1626220, 1628960, 1629006, 1642345, 1642346, 203078, 203486","1627734, 1628368, 1628989, 1631099, 1631165, 201942, 203926"
22400209,4,"1626145, 1626164, 1626220, 1628960, 1629006, 1642345, 1642346, 203078, 203486","1626168, 1627734, 1628368, 1628989, 1629162, 1631099, 1631165, 201942, 203926"
22400209,5,"1626145, 1626164, 1626220, 1628960, 1629006, 203078, 203486","1626168, 1627734, 1628368, 1628989, 1631099, 1631165, 201942"
22400210,1,"1629014, 1629028, 1629057, 1630166, 1630703, 1631101, 1641739, 1642270, 203924","1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1630643, 1631222, 1641744, 1642377"
22400210,2,"1629014, 1629028, 1629057, 1630166, 1630625, 1630703, 1631101, 1641739, 1642270, 203924","1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1630643, 1631222, 1641744, 1642377"
22400210,3,"1629014, 1629028, 1629057, 1630166, 1630625, 1630703, 1631101, 1641712, 1641739, 1642270, 203924","1628379, 1628991, 1629634, 1629723, 1630583, 1630590, 1631222, 1641744, 1642377"
22400210,4,"1630625, 1630703, 1631133, 1631200, 1641712, 1641871, 1642270","1629634, 1629723, 1630583, 1630590, 1630643, 1630658, 1641744, 1642530"
22400211,1,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1627751, 1628449, 1628981, 1629628, 1630193, 1630534, 1630558, 1641711, 1642419"
22400211,2,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1627751, 1628449, 1628981, 1629628, 1630193, 1630534, 1630558, 1641711, 1642347, 1642367, 1642419"
22400211,3,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1642261, 203076, 2544","1627751, 1628449, 1628981, 1629628, 1630193, 1630534, 1630558, 1641711, 1642419"
22400211,4,"1626156, 1629060, 1629216, 1629629, 1629637, 1630559, 1631108, 1641721, 1642261, 1642355, 2544","1627751, 1628449, 1628981, 1629628, 1630193, 1630534, 1630558, 1641711, 1642347, 1642367, 1642419"
22400212,1,"1629632, 1630172, 1630245, 1630581, 1631207, 1641766, 1641824, 202696, 203897","1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1630171, 1630241, 1630596"
22400212,2,"1629632, 1630172, 1630245, 1630581, 1631207, 1641763, 1641766, 202696, 203897","1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596"
22400212,3,"1629632, 1629659, 1630172, 1630245, 1630581, 1631207, 1641763, 202696, 203897","1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596"
22400212,4,"1629632, 1630172, 1630245, 1630581, 1631207, 202696, 203897","1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630241, 1630596"
22400213,1,"1628415, 1628988, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263, 203500","1628398, 1629673, 1630557, 1631098, 1641731, 1642259, 1642267, 1642273, 202685"
22400213,2,"1628415, 1628988, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263, 203500","1628398, 1629673, 1630557, 1641731, 1642259, 1642267, 1642273, 202685"
22400213,3,"1628415, 1628988, 1630224, 1630578, 1631095, 1631106, 1641708, 1642263, 203500","1628398, 1629673, 1630215, 1630557, 1641731, 1642259, 1642267, 1642273, 202685"
22400213,4,"1628415, 1628988, 1629098, 1630224, 1630256, 1630578, 1631095, 1631106, 1641708, 1642263, 203500","1628398, 1628963, 1629673, 1630215, 1630264, 1630557, 1631098, 1631116, 1641731, 1642259, 1642267, 1642273"
22400214,1,"1627742, 1628464, 1629669, 1629750, 1630526, 1630527, 1630530, 1630631, 1642274","1627732, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471"
22400214,2,"1627742, 1629669, 1629750, 1630526, 1630527, 1630530, 1630631, 1641810, 1641998, 1642274","1627732, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471"
22400214,3,"1627742, 1628464, 1629669, 1629750, 1630526, 1630527, 1630530, 1630631, 1642274","1627732, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471"
22400214,4,"1627742, 1628464, 1629669, 1629750, 1630526, 1630527, 1630530, 1630631, 1641810, 1641998, 1642274","1627732, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471"
22400215,1,"1627936, 1628983, 1629652, 1630198, 1630598, 1631114, 1641717, 1641794, 1642349","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935"
22400215,2,"1627936, 1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1642349","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201587, 201935"
22400215,3,"1627936, 1628983, 1629652, 1630198, 1630598, 1631114, 1641717, 1641794, 1642349","1626181, 1627739, 1627826, 1627884, 1629599, 1629611, 1629645, 201935"
22400215,4,"1627936, 1628983, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717","1626181, 1627739, 1627826, 1627884, 1629599, 1629645, 201935"
22400216,1,"101108, 1628380, 1629640, 1630170, 1630572, 1630577, 1631104, 1641705, 1642264, 203084","1626168, 1627734, 1628368, 1628989, 1631099, 1631165, 201942, 203926"
22400216,2,"101108, 1628380, 1629640, 1630170, 1630572, 1630577, 1631104, 1641705, 1642264, 203084","1626168, 1627734, 1628368, 1628989, 1629162, 1631099, 1631165, 201942, 203926"
22400216,3,"101108, 1628380, 1629640, 1630170, 1630577, 1631104, 1641705, 1642264, 203084","1626168, 1627734, 1628368, 1628989, 1629162, 1631099, 1631165, 201942, 203926"
22400216,4,"101108, 1628380, 1629640, 1629646, 1630170, 1630572, 1630577, 1631104, 1631321, 1641705, 1642264, 203084","1626168, 1627734, 1628368, 1628989, 1629162, 1630222, 1631099, 1631165, 1641732, 1642403, 201942, 203458"
22400217,1,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641724, 1641783, 203484","1626167, 1627783, 1630167, 1630169, 1631097, 1641716, 1641767, 1642277, 1642402, 204456"
22400217,2,"1628371, 1629021, 1629048, 1630175, 1630532, 1630591, 1641710, 1641724, 1641783, 203484","1626167, 1627783, 1630167, 1630169, 1631097, 1641716, 1641767, 1642277, 204456"
22400217,3,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641724, 1641783, 203484","1626167, 1627783, 1630167, 1630169, 1631097, 1641716, 1641767, 204456"
22400217,4,"1628371, 1629021, 1629048, 1630532, 1630591, 1641710, 1641724, 203484","1626167, 1627783, 1630167, 1630169, 1631097, 1641716, 1641767, 1642277, 204456"
22400218,1,"1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471","1627759, 1628369, 1628401, 1628436, 1629674, 1630202, 1630573, 201950"
22400218,2,"1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1631213, 203471","1627759, 1628369, 1628436, 1629674, 1630202, 1630573, 201950"
22400218,3,"1629003, 1629651, 1629661, 1630533, 1630553, 1630560, 1630592, 1641730, 203471","1627759, 1628369, 1628401, 1628436, 1629674, 1630202, 1630573, 201950"
22400218,4,"1629003, 1629661, 1630533, 1630553, 1630560, 1630592, 1631213, 1641730, 203471","1627759, 1628369, 1628401, 1628436, 1629674, 1630202, 1630214, 1630573, 1641775, 1641809, 201950"
22400219,1,"1626157, 1626166, 1628384, 1628404, 1628969, 1628973, 1630346, 1630540, 1630579","1629632, 1630172, 1630188, 1630245, 1630581, 1631207, 1641824, 202696, 203897"
22400219,2,"1626157, 1626166, 1628384, 1628404, 1628969, 1628973, 1630346, 1630540, 1630579","1629632, 1630172, 1630188, 1630245, 1630581, 1631207, 1641763, 1641824, 202696, 203897"
22400219,3,"1626157, 1626166, 1628384, 1628404, 1628969, 1628973, 1630540, 1630579","1629632, 1630172, 1630188, 1630245, 1630581, 1631207, 1641824, 202696, 203897"
22400219,4,"1626157, 1626166, 1628384, 1628404, 1628969, 1628973, 1630540","1629632, 1630172, 1630245, 1630581, 1631207, 1641763, 202696, 203897"
22400220,1,"1626162, 1627824, 1628997, 1630231, 1630288, 1641737, 1642272, 200768, 201569","1627747, 1627777, 1628378, 1628386, 1629636, 1629731, 1630171, 1630596"
22400220,2,"1626162, 1627824, 1628997, 1630231, 1641737, 1641741, 1642272, 200768, 201569, 202704","1627747, 1627777, 1628378, 1628386, 1629636, 1629660, 1629731, 1630171, 1630596, 1641854"
22400220,3,"1626162, 1627824, 1628997, 1630231, 1641737, 1642272, 200768, 201569, 202704","1627747, 1627777, 1628378, 1628386, 1629636, 1629731, 1630171, 1630596"
22400220,4,"1626162, 1627824, 1628997, 1641737, 1641741, 1642272, 202704","1627747, 1628378, 1628386, 1629636, 1629660, 1629731, 1630596, 1641854"
22400221,1,"1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1642349","1627742, 1629669, 1629750, 1630526, 1630527, 1630530, 1631288, 1642274"
22400221,2,"1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1641794, 1642349","1627742, 1629669, 1629750, 1630526, 1630527, 1630530, 1641810, 1641998, 1642274"
22400221,3,"1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1642349","1627742, 1629669, 1629750, 1630526, 1630527, 1630530, 1631288, 1641998, 1642274"
22400221,4,"1628983, 1629026, 1629652, 1630198, 1630598, 1631114, 1631172, 1641717, 1641745, 1641794, 1642349, 1642502","1627742, 1629669, 1629750, 1630526, 1630527, 1630530, 1631288, 1641810, 1641998, 1642274"
